"aou","SPEC","nObs","r2","Estimate","std.error","z.value","p.value","term","sig"
6590,"CSWA",248,0.0682206356965397,0.00131580858992843,0.00552937675147289,0.237966890134215,0.811906774443944,"deltaED","p > 0.05"
6590,"CSWA",248,0.0682206356965397,-0.00732141181729663,0.00608840244331671,-1.20251771880379,0.229163005336571,"tmin","p > 0.05"
6590,"CSWA",248,0.0682206356965397,0.00425000008538897,0.00468910454005155,0.906356437372634,0.364747222385268,"deltaProp","p > 0.05"
6590,"CSWA",248,0.0682206356965397,-0.00188696085831499,0.00775190794636857,-0.243418893950997,0.80768090865466,"tmax:deltaED","p > 0.05"
6590,"CSWA",248,0.0682206356965397,-0.0062617853524243,0.00758988254009967,-0.825017425413552,0.409361697781438,"deltaED:tmin","p > 0.05"
6760,"LOWA",92,0.0720131064297608,0.00584050889678849,0.00482905664679008,1.20945131191839,0.226489505544302,"tmax","p > 0.05"
6760,"LOWA",92,0.0720131064297608,-0.00263163644699448,0.00470069836283063,-0.55983946296222,0.575588943581149,"deltaED","p > 0.05"
6760,"LOWA",92,0.0720131064297608,0.00109349893407034,0.00567332222204857,0.192744020394365,0.847159446509862,"tmin","p > 0.05"
6760,"LOWA",92,0.0720131064297608,-0.00152880354473087,0.00353332315804861,-0.432681494543851,0.665246175582465,"deltaProp","p > 0.05"
6760,"LOWA",92,0.0720131064297608,-0.00553002129810369,0.00467647155600076,-1.18252003286702,0.23699942151316,"tmax:deltaED","p > 0.05"
6760,"LOWA",92,0.0720131064297608,3.08453454611415e-05,0.00522333501189733,0.00590529716950651,0.995288281946439,"deltaED:tmin","p > 0.05"
6670,"BTNW",196,0.0250988223662152,0.00206262390786552,0.00455555043112261,0.45277161103828,0.65071320787434,"tmax","p > 0.05"
6670,"BTNW",196,0.0250988223662152,-0.00184852621582203,0.00487366405778285,-0.37928880487158,0.704473412112428,"deltaED","p > 0.05"
6670,"BTNW",196,0.0250988223662152,-0.010316270161432,0.00561570216683838,-1.83704011625675,0.0662039734182773,"tmin","p > 0.05"
6670,"BTNW",196,0.0250988223662152,0.00357052101967661,0.00422753515670507,0.844586948972758,0.398341498353896,"deltaProp","p > 0.05"
6670,"BTNW",196,0.0250988223662152,-0.000374422433016315,0.00611093203589112,-0.0612709208378088,0.951143449087345,"tmax:deltaED","p > 0.05"
6670,"BTNW",196,0.0250988223662152,0.0108130650781802,0.0057183072459839,1.89095559455544,0.0586302721416223,"deltaED:tmin","p > 0.05"
6540,"BTBW",95,0.0170179946383534,0.00156970161079511,0.00929622314534013,0.168853693188501,0.865911723566487,"tmax","p > 0.05"
6540,"BTBW",95,0.0170179946383534,-0.00390776042464468,0.00768679804617599,-0.50837297938232,0.611191798558554,"deltaED","p > 0.05"
6540,"BTBW",95,0.0170179946383534,-0.00312409740771205,0.00840715297991376,-0.371599923919083,0.710190745747578,"tmin","p > 0.05"
6540,"BTBW",95,0.0170179946383534,-0.00591992774109199,0.00742154293710617,-0.797668057876965,0.425063144857246,"deltaProp","p > 0.05"
6540,"BTBW",95,0.0170179946383534,0.00365742396731587,0.00852345214928526,0.429101249500482,0.667849543009124,"tmax:deltaED","p > 0.05"
6540,"BTBW",95,0.0170179946383534,0.00192890705474124,0.0086506288224667,0.222978825508226,0.82355198644106,"deltaED:tmin","p > 0.05"
4060,"RHWO",147,0.204178630818889,0.0104845685087074,0.00782682279266913,1.33956891403337,0.180385535817889,"tmax","p > 0.05"
4060,"RHWO",147,0.204178630818889,0.0081894078482929,0.00426666647048832,1.91939255269597,0.0549346727305198,"deltaED","p > 0.05"
4060,"RHWO",147,0.204178630818889,0.00328854901587832,0.00714958366824705,0.459963708164368,0.645542270293034,"tmin","p > 0.05"
4060,"RHWO",147,0.204178630818889,-0.00731977267230742,0.00293710412748062,-2.49217336349126,0.0126964049699927,"deltaProp","p < 0.05"
4060,"RHWO",147,0.204178630818889,-0.012439170472274,0.00967529265617607,-1.28566348474572,0.198560530212381,"tmax:deltaED","p > 0.05"
4060,"RHWO",147,0.204178630818889,0.00143904286733482,0.00754313591963275,0.190775147454175,0.848701760516274,"deltaED:tmin","p > 0.05"
