"aou","param","Estimate","Std..Error","Adjusted.SE","z.value","Pr...z.."
7290,"dEDz",0.04933013719863,0.0283392735884286,0.028510652099237,1.73023531790598,0.0835882
7290,"tmax",0.671877776110545,1.15780748545198,1.16315028048062,0.57763625851762,0.5635097
7290,"ppt",0.00138025909862218,0.00295731056143552,0.00297377415903247,0.46414388746698,0.6425447
7290,"tmin",-0.0563214013371676,0.539499472718745,0.544332891657034,0.103468671837405,0.917591
4050,"(Intercept)",0.0212882676212921,0.0103786069658431,0.0103904071998569,2.04883862699677,0.0404779
4050,"ppt",0.00137401531290664,0.00116882054865202,0.00116986679877131,1.17450577651212,0.2401925
4050,"tmin",-0.131266292259659,0.222671563329005,0.222888334143559,0.588932986394486,0.5559062
4050,"tmax",0.0976989056286544,0.20442956170778,0.204645457742349,0.477405688386489,0.6330733
4050,"dEDz",0.00120135231362887,0.00339102558554051,0.00339531375448503,0.353826597627965,0.7234688
3600,"(Intercept)",-0.0155307522474121,0.00717510855642226,0.0071874469768354,2.16081625331868,0.0307095
3600,"dEDz",-0.00754597099333592,0.00468128572319191,0.00468806223275589,1.60961408332244,0.1074821
3600,"ppt",-0.00191521996225286,0.00152774963593626,0.00152957272853013,1.25212742521457,0.2105234
3600,"tmax",-0.0690319004928761,0.162593387262537,0.162827057550893,0.423958410421435,0.6715961
3600,"tmin",0.0230823173135112,0.0974291503679162,0.0976043897227657,0.236488516336959,0.8130536
4740,"(Intercept)",-0.968813131022019,0.247780425826298,0.248054997869294,3.90563842431633,9.4e-05
4740,"dEDz",-0.268759184579521,0.101258489092607,0.101419571457088,2.64997357727188,0.0080498
4740,"tmax",16.7024956818887,5.58736163087533,5.59635380713117,2.98453176076993,0.0028401
4740,"tmin",5.7796995216529,5.6280092294215,5.6322453808741,1.02618034741163,0.3048066
4740,"ppt",-0.0104731048366054,0.0257182311993428,0.0257460456780242,0.406784986229742,0.6841659
5810,"(Intercept)",-0.153471822804979,0.0562874388455159,0.0563318189700344,2.72442512262241,0.0064414
5810,"ppt",-0.02376563118528,0.0059066024369676,0.00591359235504499,4.01881458146251,5.85e-05
5810,"tmax",-2.70283469509068,1.53841035655855,1.53955464778213,1.75559516447458,0.0791576
5810,"tmin",0.783098990684355,1.06271834692402,1.06333805212788,0.736453462863734,0.4614548
5810,"dEDz",0.00396660953116422,0.0149721287817048,0.0149864981056076,0.26467887982984,0.7912568
6360,"(Intercept)",0.0329809145462651,0.0257577970071912,0.0258374562994777,1.27647683905059,0.201787
6360,"tmax",0.640958559376259,0.689579371409374,0.690679970932978,0.928010925972625,0.3534019
6360,"tmin",-1.68651946688967,0.527556691755894,0.529353910620425,3.18599604735705,0.0014426
6360,"ppt",-0.00108859361719801,0.00190036834708662,0.00190393223013369,0.571760696084005,0.5674841
6360,"dEDz",-0.00295668959143624,0.0077635804109539,0.00778217722167652,0.379930899440412,0.7039967
3260,"(Intercept)",0.225680066020812,0.086495900333664,0.086794097603181,2.60017757258807,0.0093176
3260,"dEDz",-0.058474972453682,0.0560107038517273,0.0561606750284512,1.04120850442162,0.2977788
3260,"tmin",-1.47970390875688,2.07254834221994,2.07841161969944,0.711939778786868,0.4765021
3260,"ppt",0.000468737980411661,0.00398091112322449,0.00400225488153621,0.117118473032318,0.9067662
3260,"tmax",-0.081157934087753,1.20137450313932,1.2081064478385,0.0671778006258952,0.9464402
3930,"(Intercept)",0.00306386908509123,0.00667506187730561,0.00669186141182412,0.457850050462425,0.6470602
3930,"tmax",0.428981290923746,0.219579068607554,0.220042278687351,1.94954030417613,0.0512309
3930,"dEDz",0.00285573761777225,0.00421270383942418,0.00421897397399105,0.676879647842623,0.4984823
3930,"ppt",0.000295668073316982,0.000660527330105316,0.000661722212340535,0.446816001946184,0.6550079
3930,"tmin",-0.00156800296787959,0.077051850214152,0.0772766677656721,0.020290768393822,0.9838114
4900,"(Intercept)",-0.0995786983335297,0.0608781477323696,0.0611687638955181,1.62793380136992,0.1035389
4900,"dEDz",0.033754172535664,0.0489925574226345,0.049118352883969,0.687200823191295,0.4919562
4900,"ppt",-0.00267531275425453,0.0060368449033621,0.00605593044546189,0.441767417632632,0.6586575
4900,"tmax",0.837963505420603,1.83842735489927,1.84413503374097,0.454393789006183,0.6495454
4900,"tmin",-0.155111031185306,1.05758835540086,1.0626411508837,0.145967461410952,0.8839471
6370,"(Intercept)",0.0415580763438852,0.0446014117733974,0.044982688407207,0.923868221651841,0.3555549
6370,"dEDz",0.0110818528836258,0.0268790107492844,0.0270317806127829,0.409956452457494,0.6818379
6370,"ppt",-0.000612457942876058,0.00336569315017054,0.00339245727794068,0.180535196967266,0.8567324
6370,"tmin",-0.10374265397395,0.827842432659853,0.834727944139835,0.124283192748332,0.9010911
6370,"tmax",-0.0673938143344406,0.862794112546017,0.870257522886834,0.0774412315458999,0.9382725
6870,"(Intercept)",0.163312326906019,0.0401896339798005,0.0403017500688374,4.05223908706381,5.07e-05
6870,"dEDz",-0.05839974929806,0.0194631412237626,0.0195197136573726,2.99183432314348,0.0027731
6870,"tmin",-3.41383010087231,0.879752592593133,0.882305187947472,3.86921685093339,0.0001092
6870,"tmax",-0.442047386337642,0.807755349484771,0.809087331188147,0.546353118257944,0.5848232
6870,"ppt",0.000314623599694268,0.00222161846225971,0.00222774348485563,0.141229724980952,0.8876885
6760,"(Intercept)",-0.00240854290919719,0.0139468666648417,0.0140375217125523,0.17157892671635,0.8637686
6760,"dEDz",-0.0117226739378507,0.00770539462667033,0.00774511535967951,1.51355704769462,0.1301382
6760,"ppt",-0.00344326151925661,0.00123662175753033,0.00124759288445077,2.75992398014713,0.0057815
6760,"tmin",0.129683345935727,0.292936821788444,0.294633098838117,0.44015199394478,0.659827
6760,"tmax",0.0129651610838067,0.16895351244432,0.170461878787828,0.0760590061308915,0.9393722
6390,"(Intercept)",-0.0151941729327872,0.0402404605091823,0.0404904322427188,0.375253413984474,0.707472
6390,"dEDz",-0.0125567052903324,0.0148330307828911,0.0149026510536175,0.842581983913818,0.3994623
6390,"ppt",-0.00655008149711274,0.00243682441497128,0.00246037632004405,2.66222749900124,0.0077625
6390,"tmin",0.476673983015845,0.873456773564097,0.878364398575175,0.542683633112948,0.5873476
6390,"tmax",0.00688886507960414,0.400429396923463,0.404455693114783,0.0170324344467791,0.9864107
3100,"(Intercept)",0.0666802407405626,0.0218137225744399,0.0218894297998672,3.04623013711243,0.0023173
3100,"dEDz",-0.00703728578384721,0.0135629167111647,0.013589597807163,0.51784356562325,0.6045674
3100,"tmin",0.0606474406783513,0.363010927991977,0.364204515729714,0.166520287528119,0.8677475
3100,"ppt",0.000251840004223873,0.00187321921912625,0.00187958685677271,0.133986893617828,0.8934129
3100,"tmax",0.0269494040462868,0.423461641781772,0.424972574674906,0.0634144546078119,0.9494365
3200,"(Intercept)",-0.127332274686575,0.0730573841854455,0.0742772697834964,1.7142831859292,0.0864767
3200,"ppt",0.00642043948179422,0.0102933771752459,0.0103926356511929,0.617787411902317,0.5367155
3200,"tmin",0.249984131841537,1.52156769520975,1.5464417164547,0.161651182312023,0.8715805
3200,"dEDz",0.00237600632496654,0.0226016222306244,0.0230033516812525,0.10328957092383,0.9177332
3200,"tmax",-0.0566566995872556,1.3361581811339,1.36099369994656,0.0416289212723617,0.9667945
6740,"(Intercept)",0.065582824228769,0.0527903523703942,0.0528655567240957,1.24055866035885,0.2147688
6740,"ppt",-0.0043528689243909,0.00574619405014865,0.00575201811142844,0.756755079707134,0.4491966
6740,"tmax",0.832313711398632,1.30113600118669,1.30254993779743,0.63898794759919,0.5228308
6740,"tmin",-0.379003348884473,0.892784747626118,0.894021551494949,0.423930886510194,0.6716162
6740,"dEDz",-0.00237408671067753,0.0152080198066477,0.0152373592707594,0.155806965530662,0.8761852
3640,"(Intercept)",0.0254632046404031,0.0318641264392294,0.0321986101410982,0.790816887089853,0.4290509
3640,"ppt",0.00664127068117311,0.00464253738299724,0.00468045797367207,1.41893607816388,0.1559177
3640,"dEDz",-0.0076772775704748,0.0167238874143338,0.0168640881476863,0.455244155701836,0.6489336
3640,"tmin",0.198824844543965,0.4587329591846,0.46271828802997,0.429688753799779,0.6674221
