"aou","param","importance"
7540,"tmin",0.257491773739611
7540,"ppt",0.232041765873296
7540,"tmax",0.214277104792699
4780,"ppt",0.848860188777448
4780,"dEDz",0.361842803062245
4780,"tmax",0.285571786420076
4780,"tmin",0.245127284410632
3640,"ppt",0.710206359756059
3640,"tmin",0.482044906488592
3640,"dEDz",0.243521674000498
3640,"tmax",0.235333076990401
4641,"tmin",0.783981805466897
4641,"dEDz",0.282142418711601
4641,"tmax",0.270088527360391
4641,"ppt",0.192852331007443
6460,"tmin",0.426151981911189
6460,"ppt",0.313145890449171
6460,"tmax",0.23341961169901
6460,"dEDz",0.229162892305416
5170,"dEDz",0.665786317175254
5170,"ppt",0.658878724140533
5170,"tmax",0.333337848168608
5170,"tmin",0.292257670309193
6650,"dEDz",0.84400277625868
6650,"tmin",0.377975161843127
6650,"ppt",0.284301092247851
6650,"tmax",0.215443722527211
4050,"ppt",0.721794162981983
4050,"tmin",0.441630653029527
4050,"tmax",0.377295931780187
4050,"dEDz",0.269574218840318
6800,"tmax",0.243706421211319
6800,"ppt",0.239799483151746
6800,"tmin",0.222748746415666
6800,"dEDz",0.220157470721089
5330,"dEDz",0.543278678989976
5330,"tmin",0.510688459623445
5330,"tmax",0.301962542548211
5330,"ppt",0.239177646483283
4680,"tmin",0.734543754711417
4680,"tmax",0.474155157055639
4680,"dEDz",0.25308008982167
4680,"ppt",0.223619098439044
7590,"ppt",0.964209182315577
7590,"dEDz",0.267562679564318
7590,"tmin",0.241789572066287
7590,"tmax",0.237793517549785
7480,"tmax",0.469762725092091
7480,"ppt",0.267179244684913
7480,"dEDz",0.247990286479738
7480,"tmin",0.2440175447529
6220,"tmin",0.508649986033801
6220,"tmax",0.498925122307727
6220,"ppt",0.330369347946421
6220,"dEDz",0.265209984230976
3310,"ppt",0.900595795874535
3310,"dEDz",0.830666740491282
3310,"tmin",0.410058150342965
3310,"tmax",0.252324168576532
7130,"dEDz",0.977190701104325
7130,"tmax",0.447434632221145
7130,"tmin",0.335632742802865
7130,"ppt",0.31419432954965
7150,"tmax",0.314918310908722
7150,"ppt",0.282224395634643
7150,"dEDz",0.255102140244246
7150,"tmin",0.214535331785808
5970,"ppt",0.967957508260641
5970,"tmax",0.343541993612847
5970,"tmin",0.319083064180515
5970,"dEDz",0.309405090174633
6810,"dEDz",1
6810,"tmax",1
6810,"tmin",1
6810,"ppt",0.500956218948296
4570,"ppt",1
4570,"dEDz",0.525152686610461
4570,"tmax",0.336993684227561
4570,"tmin",0.270970107206135
3190,"tmin",1
3190,"dEDz",0.681950787296301
3190,"tmax",0.242150445205398
3190,"ppt",0.229021211160042
4970,"tmax",0.361594829925173
4970,"ppt",0.30177302504866
4970,"dEDz",0.269756912584771
4970,"tmin",0.255635622790334
5120,"tmax",0.598296065803739
5120,"ppt",0.386133249404191
5120,"dEDz",0.306053963735338
5120,"tmin",0.29725753118863
6850,"dEDz",0.445102684430996
6850,"ppt",0.333221057217435
6850,"tmax",0.233901607574864
6850,"tmin",0.232387222455817
3940,"tmin",0.432593266649833
3940,"dEDz",0.291662285506291
3940,"tmax",0.253353479856882
3940,"ppt",0.251928054955971
3100,"dEDz",0.663031202685909
3100,"ppt",0.447150340708457
3100,"tmin",0.34546981762854
3100,"tmax",0.282992107356978
5460,"ppt",0.650508692909312
5460,"tmin",0.580042279881212
5460,"tmax",0.278650121496139
5460,"dEDz",0.270291105535148
5730,"tmin",0.473561132256336
5730,"dEDz",0.440952731452419
5730,"tmax",0.365068439811914
5730,"ppt",0.287448301602723
4750,"ppt",0.255322484981754
4750,"tmax",0.254493076524517
4750,"dEDz",0.244918419049744
4750,"tmin",0.232355093542679
5420,"tmax",0.951838311996107
5420,"ppt",0.522279296626823
5420,"tmin",0.297656501919453
5420,"dEDz",0.254527524052499
7250,"tmax",0.544185913781733
7250,"dEDz",0.327365678070073
7250,"ppt",0.269925619282398
7250,"tmin",0.226433211894542
7020,"dEDz",0.399728367729826
7020,"ppt",0.317961137331223
7020,"tmin",0.262908929245398
7020,"tmax",0.252029249089922
3420,"ppt",0.516163444855053
3420,"tmax",0.413347730065968
3420,"tmin",0.256874745804738
3420,"dEDz",0.24984618309573
7580,"dEDz",0.415195790282521
7580,"ppt",0.368975430299963
7580,"tmax",0.279381891488895
7580,"tmin",0.256397199558522
5140,"ppt",0.409324991106197
5140,"tmin",0.253557680036055
5140,"tmax",0.227578764408415
5140,"dEDz",0.223640821627258
4920,"dEDz",0.422795111818468
4920,"ppt",0.362548674959939
4920,"tmax",0.207905294103843
4920,"tmin",0.206942212026128
5830,"ppt",0.288506738745002
5830,"dEDz",0.283082398174558
5830,"tmin",0.251702505966906
5830,"tmax",0.201486836269664
5540,"ppt",0.599549960765127
5540,"tmax",0.31574033240184
5540,"tmin",0.249109760565687
5540,"dEDz",0.229135620098063
5110,"dEDz",1
5110,"tmin",1
5110,"tmax",0.582813993402871
5110,"ppt",0.363616925114759
7040,"ppt",1
7040,"tmin",0.695059465343238
7040,"dEDz",0.691501670766926
7040,"tmax",0.247841949965696
4320,"tmin",0.263309306186774
4320,"dEDz",0.220489607390078
4320,"tmax",0.212704265447357
4320,"ppt",0.207070688588412
4770,"dEDz",1
4770,"tmax",0.31435488749269
4770,"tmin",0.25048459655362
4770,"ppt",0.249533919172855
7350,"ppt",0.279068946948483
7350,"dEDz",0.266510702125881
7350,"tmin",0.242202036570501
7350,"tmax",0.227730386768864
4813,"dEDz",0.686206509192264
4813,"ppt",0.263710747744938
4813,"tmin",0.214346392889394
4813,"tmax",0.192559157962197
5780,"tmax",0.69391521147446
5780,"dEDz",0.47286326939185
5780,"ppt",0.298053774280619
5780,"tmin",0.268083004750757
5380,"tmax",0.758308198980385
5380,"dEDz",0.350127541924278
5380,"ppt",0.252644283381745
5380,"tmin",0.195268177278586
6050,"dEDz",0.377237346318766
6050,"ppt",0.292122926016922
6050,"tmax",0.26647323809509
6050,"tmin",0.265181949071498
4440,"dEDz",1
4440,"tmax",1
4440,"tmin",1
4440,"ppt",0.403928835209616
7490,"tmax",0.323784808191012
7490,"dEDz",0.234699922490862
7490,"tmin",0.221730215228149
7490,"ppt",0.209944114526351
4021,"dEDz",0.441811768221886
4021,"tmin",0.330924645842637
4021,"ppt",0.207132629247551
4021,"tmax",0.202752516595531
4060,"dEDz",1
4060,"tmin",0.858462952941785
4060,"tmax",0.522598357380954
4060,"ppt",0.343154794481923
5060,"tmin",0.921864131772411
5060,"dEDz",0.655514815617504
5060,"tmax",0.245333458902259
5060,"ppt",0.22807012130603
2930,"ppt",0.476383261810877
2930,"dEDz",0.341900473407036
2930,"tmin",0.266181095843078
2930,"tmax",0.239971284632106
7050,"dEDz",1
7050,"tmin",0.733092267553433
7050,"ppt",0.304681712465069
7050,"tmax",0.249567038917668
2890,"dEDz",1
2890,"tmin",0.929134871802518
2890,"tmax",0.926141802939769
2890,"ppt",0.922107973614929
6040,"ppt",1
6040,"tmax",0.91540806213919
6040,"dEDz",0.722895326136
6040,"tmin",0.435311670223271
4660,"dEDz",0.243579232409602
4660,"tmax",0.238529593406016
4660,"ppt",0.233834498535368
4660,"tmin",0.231117210609999
7070,"dEDz",1
7070,"ppt",0.283730707892176
7070,"tmin",0.260532635668479
7070,"tmax",0.207830674787368
6110,"tmax",0.702138103415293
6110,"ppt",0.695375723222078
6110,"dEDz",0.561639316500786
6110,"tmin",0.258645699090916
4230,"dEDz",0.475465385724451
4230,"tmax",0.375824948475104
4230,"tmin",0.321934082806374
4230,"ppt",0.285743386535708
4090,"dEDz",0.415794643713679
4090,"tmin",0.414366439262709
4090,"tmax",0.341046478605057
4090,"ppt",0.27188499494779
7660,"tmax",0.678975125954728
7660,"ppt",0.371574766855946
7660,"dEDz",0.278905106854411
7660,"tmin",0.249769217543813
7560,"tmin",0.361358854443294
7560,"ppt",0.33146652996235
7560,"dEDz",0.298534975934668
7560,"tmax",0.294205305464704
7550,"tmin",1
7550,"tmax",0.679924620631672
7550,"dEDz",0.451601306378301
7550,"ppt",0.313268867405313
5070,"tmax",0.754634547338163
5070,"ppt",0.24034287247649
5070,"dEDz",0.239922742303472
5070,"tmin",0.231320547680809
6740,"tmax",0.874012327590794
6740,"tmin",0.509748543452282
6740,"dEDz",0.472859443181891
6740,"ppt",0.258092165194619
5630,"tmin",1
5630,"dEDz",0.654767738865528
5630,"tmax",0.418836021165573
5630,"ppt",0.272695547513899
4520,"tmax",0.857688534624471
4520,"ppt",0.830097805252204
4520,"dEDz",0.61361438141127
4520,"tmin",0.447565732313267
7310,"ppt",1
7310,"tmax",1
7310,"tmin",1
7310,"dEDz",0.836844816239207
6190,"tmin",0.535869237905211
6190,"dEDz",0.354381453071371
6190,"tmax",0.253576970045644
6190,"ppt",0.25127851053298
6410,"tmin",0.928202349684349
6410,"tmax",0.541282813532524
6410,"dEDz",0.237198351255152
6410,"ppt",0.236351157409828
4560,"tmin",0.871859743494079
4560,"ppt",0.335616461635441
4560,"dEDz",0.290323488963128
4560,"tmax",0.233617970243071
6310,"dEDz",1
6310,"ppt",0.949897672131014
6310,"tmin",0.576323896513021
6310,"tmax",0.266934899028869
6080,"dEDz",0.472191685903124
6080,"ppt",0.279943701141138
6080,"tmax",0.277069137807194
6080,"tmin",0.251436132631972
4610,"dEDz",1
4610,"ppt",0.687499595985599
4610,"tmax",0.655000414700483
4610,"tmin",0.393592355314638
6670,"dEDz",0.250675538000285
6670,"ppt",0.239857061771651
6670,"tmax",0.237440327601335
6670,"tmin",0.235525317510329
5870,"dEDz",1
5870,"tmax",1
5870,"tmin",0.482252927132731
5870,"ppt",0.313279319708943
6240,"tmin",0.885034334648657
6240,"tmax",0.712127851466711
6240,"dEDz",0.387486446962903
6240,"ppt",0.24116456934942
5930,"tmax",0.910690291246084
5930,"tmin",0.784478450365092
5930,"dEDz",0.430187044327113
5930,"ppt",0.258581686417913
7180,"tmax",0.922941193085298
7180,"dEDz",0.457532629662539
7180,"ppt",0.288999996365217
7180,"tmin",0.254539062891014
6870,"tmin",1
6870,"dEDz",0.343488727081805
6870,"tmax",0.331896405298992
6870,"ppt",0.266139545122397
4120,"dEDz",1
4120,"tmin",0.973126383650727
4120,"tmax",0.637707524279992
4120,"ppt",0.517968376156135
6280,"tmin",0.552808057478079
6280,"ppt",0.383562516736737
6280,"dEDz",0.256766671637392
6280,"tmax",0.255591565977471
6730,"ppt",0.934476515419574
6730,"dEDz",0.595187426810033
6730,"tmin",0.563126793422863
6730,"tmax",0.294603806883911
6390,"ppt",0.417944257684316
6390,"dEDz",0.37198945762839
6390,"tmax",0.356169297761071
6390,"tmin",0.33096542724037
6360,"tmin",1
6360,"tmax",0.584541610900153
6360,"dEDz",0.296525850205015
6360,"ppt",0.270618648356331
5980,"tmin",0.95067503330226
5980,"dEDz",0.904292841620572
5980,"ppt",0.782166285620714
5980,"tmax",0.342466932000506
4900,"tmax",0.515560069598675
4900,"dEDz",0.468304925376029
4900,"tmin",0.323955336064461
4900,"ppt",0.266272686476239
4670,"tmax",1
4670,"dEDz",0.644470237697794
4670,"tmin",0.556758040331972
4670,"ppt",0.27781404809329
4940,"tmin",1
4940,"dEDz",0.943600598587992
4940,"tmax",0.31231717203764
4940,"ppt",0.267081161974495
5950,"ppt",0.347032977342497
5950,"dEDz",0.327292365125678
5950,"tmax",0.234990104125663
5950,"tmin",0.234718221406584
6590,"tmax",0.515565992078767
6590,"dEDz",0.37403880798916
6590,"ppt",0.323544198996705
6590,"tmin",0.291836796556585
6710,"tmin",0.600199669012987
6710,"tmax",0.534867238954106
6710,"dEDz",0.309127821242661
6710,"ppt",0.269639498803786
6840,"tmax",0.734467166746872
6840,"ppt",0.361759917638171
6840,"tmin",0.360566116878701
6840,"dEDz",0.3191930793491
7222,"tmin",0.963869134740564
7222,"dEDz",0.250467873715444
7222,"tmax",0.249913380979401
7222,"ppt",0.236961717622653
6760,"ppt",0.596772566034118
6760,"dEDz",0.277246323332331
6760,"tmax",0.243473274284649
6760,"tmin",0.241000478276299
5010,"ppt",1
5010,"dEDz",0.887598994385088
5010,"tmin",0.622333284015532
5010,"tmax",0.282052369692474
5840,"tmax",0.278438819490287
5840,"tmin",0.26192040524093
5840,"dEDz",0.232720031181095
5840,"ppt",0.221398793222269
6290,"dEDz",0.923834076227985
6290,"tmin",0.425374345742056
6290,"tmax",0.25317641637674
6290,"ppt",0.241391750043528
4020,"tmin",0.431996360165955
4020,"dEDz",0.355812001555927
4020,"tmax",0.273610634171
4020,"ppt",0.270736482850573
6160,"tmin",0.422707622646034
6160,"dEDz",0.341187432534797
6160,"ppt",0.233095694738145
6160,"tmax",0.225844312447121
6550,"tmin",0.805393775706983
6550,"tmax",0.589337328579008
6550,"dEDz",0.266066694504937
6550,"ppt",0.247993756806876
6540,"tmin",0.506178390898806
6540,"ppt",0.474780269373178
6540,"tmax",0.292136332774518
6540,"dEDz",0.26026673535797
6620,"tmin",0.971692142115732
6620,"tmax",0.579601015302433
6620,"dEDz",0.326308497756144
6620,"ppt",0.242993797332356
4661,"dEDz",0.49034543883634
4661,"ppt",0.483509060384265
4661,"tmax",0.278585229369533
4661,"tmin",0.261205586075245
4650,"tmax",0.948083624989824
4650,"dEDz",0.540979565219174
4650,"tmin",0.326192560581643
4650,"ppt",0.313689857899869
6100,"ppt",0.95272059428965
6100,"tmin",0.552284117511757
6100,"dEDz",0.542415234471224
6100,"tmax",0.270342403943103
7360,"ppt",0.38762008911581
7360,"tmax",0.303665799316856
7360,"dEDz",0.262156105680183
7360,"tmin",0.248757653709458
3870,"ppt",1
3870,"tmin",0.526462037963806
3870,"dEDz",0.274419571906616
3870,"tmax",0.267246448161261
4280,"dEDz",1
4280,"tmin",0.253327874354462
4280,"tmax",0.250393602970052
4280,"ppt",0.250348944201881
6480,"tmin",0.592046320720357
6480,"ppt",0.449189231587929
6480,"tmax",0.412079531157079
6480,"dEDz",0.331317739025576
6770,"tmax",0.491782497208407
6770,"ppt",0.304159447165855
6770,"tmin",0.249560837318397
6770,"dEDz",0.246264686925594
6630,"ppt",0.340166471282575
6630,"tmin",0.29833599221385
6630,"dEDz",0.270088712148895
6630,"tmax",0.228853393527249
7290,"ppt",0.56011004755926
7290,"dEDz",0.293830094689403
7290,"tmax",0.257622325453661
7290,"tmin",0.247726692435594
3260,"dEDz",1
3260,"ppt",0.28696760385135
3260,"tmax",0.246516679922948
3260,"tmin",0.245369019322161
6370,"ppt",0.396355028281668
6370,"dEDz",0.360110738143751
6370,"tmin",0.286419622394109
6370,"tmax",0.253084012922835
3200,"dEDz",0.434241143828683
3200,"ppt",0.296455670401665
3200,"tmin",0.225266149972622
3200,"tmax",0.220348481259074
3290,"tmin",0.694229917031146
3290,"tmax",0.310782902505622
3290,"ppt",0.256683769802708
3290,"dEDz",0.249588252704307
6010,"tmax",0.961793879602278
6010,"dEDz",0.626903371647406
6010,"ppt",0.421289480800118
6010,"tmin",0.277512758404563
6330,"ppt",0.382106360289583
6330,"tmin",0.275293596316266
6330,"tmax",0.228061545176424
6330,"dEDz",0.222322376898439
3880,"tmin",0.665290585383028
3880,"tmax",0.552578860171598
3880,"dEDz",0.260415475879758
3880,"ppt",0.232410033398464
7240,"ppt",0.325480266840297
7240,"tmin",0.227747265236733
7240,"tmax",0.221953774975377
7240,"dEDz",0.219861191120037
4430,"tmin",0.689550686450297
4430,"ppt",0.462058236981274
4430,"dEDz",0.452088294329385
4430,"tmax",0.356494613789034
5580,"tmin",0.735839954804262
5580,"tmax",0.274818046451507
5580,"dEDz",0.264968220146117
5580,"ppt",0.213872148285754
5670,"tmin",0.438808270817566
5670,"ppt",0.426524473906225
5670,"dEDz",0.395985929743637
5670,"tmax",0.251982274285721
6860,"tmin",0.946138577441374
6860,"dEDz",0.262549751848451
6860,"tmax",0.212964093890917
6860,"ppt",0.202579334984778
6790,"dEDz",0.305833901733151
6790,"ppt",0.255231612341841
6790,"tmin",0.21875239482747
6790,"tmax",0.216198825438855
6570,"tmin",0.507659090001058
6570,"tmax",0.26091265394344
6570,"ppt",0.243188952373685
6570,"dEDz",0.242539011056496
6750,"tmax",0.701060998009718
6750,"ppt",0.373176761647931
6750,"dEDz",0.356101766142604
6750,"tmin",0.218679109447283
5610,"tmax",0.972600085473813
5610,"dEDz",0.367839432860207
5610,"ppt",0.297862671620187
5610,"tmin",0.258421944623065
3960,"ppt",0.516250812251484
3960,"tmax",0.314919380075184
3960,"tmin",0.280793048172722
3960,"dEDz",0.225037444252505
3850,"dEDz",0.497431948112316
3850,"tmin",0.374644932222178
3850,"ppt",0.270693265973571
3850,"tmax",0.220089066013338
