"aou","SPEC","nObs","Estimate","std.error","z.value","p.value","term","r2"
5070,"BAOR",343,-0.00349905983158694,0.000980374857968504,-3.56910400460244,0.000358204211557522,"tmin:mean_tmin",0.000587671576100068
7310,"TUTI",488,-0.00354454403423874,0.0336043512544987,-0.105478722305767,0.915995952935334,"(Intercept)",0.000975169531945985
7310,"TUTI",488,-0.0145465074790869,0.0232891643826135,-0.624604096570616,0.532230930346313,"tmax",0.000975169531945985
7310,"TUTI",488,0.00257207151239431,0.00243728117160624,1.05530356626816,0.291286510602454,"mean_tmax",0.000975169531945985
7310,"TUTI",488,-0.00816992066394192,0.0123409420826484,-0.662017584170419,0.507959952416124,"tmin",0.000975169531945985
7310,"TUTI",488,-0.00336217182982143,0.00239368007112954,-1.40460367714675,0.160139162581616,"mean_tmin",0.000975169531945985
7310,"TUTI",488,0.000309389630917806,0.000866592727663154,0.357018494434062,0.721077960367846,"tmax:mean_tmax",0.000975169531945985
7310,"TUTI",488,0.000379855160379541,0.000788804100976903,0.481558298073127,0.630119756470939,"tmin:mean_tmin",0.000975169531945985
5870,"EATO",468,-0.0246373751661534,0.0392484124467036,-0.627729215789533,0.530181342972481,"(Intercept)",0.000457667905594983
5870,"EATO",468,-0.0275318026851763,0.0275020772352214,-1.00108084381047,0.316787725418883,"tmax",0.000457667905594983
5870,"EATO",468,0.00441198585497178,0.0028157133093749,1.5669158647232,0.117134358888184,"mean_tmax",0.000457667905594983
5870,"EATO",468,-0.0312373047355679,0.0140795258483833,-2.21863328864551,0.0265116829243059,"tmin",0.000457667905594983
5870,"EATO",468,-0.00626636449338145,0.00267750365386641,-2.34037570194632,0.0192643497404708,"mean_tmin",0.000457667905594983
5870,"EATO",468,0.00116147717471611,0.00102656020981789,1.13142625596423,0.25787572566694,"tmax:mean_tmax",0.000457667905594983
5870,"EATO",468,0.00169253189620328,0.000926261808732017,1.82727159885846,0.0676589432683521,"tmin:mean_tmin",0.000457667905594983
6080,"SCTA",373,-0.0379304520814001,0.0365642233686891,-1.03736517794826,0.299565700496413,"(Intercept)",0.00296734293405243
6080,"SCTA",373,-0.0114798013281448,0.0255171993082902,-0.449884847841241,0.652793473642998,"tmax",0.00296734293405243
6080,"SCTA",373,0.00216659177866121,0.00261944169263186,0.827119681554869,0.408169229813235,"mean_tmax",0.00296734293405243
6080,"SCTA",373,-0.00754143388657977,0.0122451563617989,-0.615870770756891,0.537979814156264,"tmin",0.00296734293405243
6080,"SCTA",373,-0.00152191246878372,0.0024956158374019,-0.609834432838078,0.541971489653313,"mean_tmin",0.00296734293405243
6080,"SCTA",373,0.00050369771951495,0.00101933946254469,0.494141292496919,0.62120639747266,"tmax:mean_tmax",0.00296734293405243
6080,"SCTA",373,0.000311661850151999,0.000954563114320252,0.326496850209778,0.744048472020594,"tmin:mean_tmin",0.00296734293405243
7550,"WOTH",518,-0.0592121778624042,0.0404637358732072,-1.46333937251728,0.143374539256864,"(Intercept)",0.000620206205158125
7550,"WOTH",518,0.016472242482624,0.0256077329031762,0.643252666876297,0.520060164092604,"tmax",0.000620206205158125
7550,"WOTH",518,0.00290119073567457,0.00302117912112974,0.96028425305339,0.336912173108675,"mean_tmax",0.000620206205158125
7550,"WOTH",518,-0.0338819395659162,0.0122518785506067,-2.76544853313441,0.00568445743680046,"tmin",0.000620206205158125
7550,"WOTH",518,-0.00268161346840916,0.00291565843931736,-0.919728261804564,0.357714779914768,"mean_tmin",0.000620206205158125
7550,"WOTH",518,-0.000456556675476829,0.000992630502747078,-0.45994624808861,0.645554803055914,"tmax:mean_tmax",0.000620206205158125
7550,"WOTH",518,0.00241066304449198,0.000848691628676114,2.84044635653165,0.004505044914908,"tmin:mean_tmin",0.000620206205158125
5930,"NOCA",537,0.0721651534799797,0.0228733002635751,3.15499524110651,0.0016050072331355,"(Intercept)",0.000264207950831041
5930,"NOCA",537,0.0132335920167423,0.0148371934767938,0.891920162491672,0.372435726727418,"tmax",0.000264207950831041
5930,"NOCA",537,-0.00234409135944804,0.00163032640258446,-1.4378049424533,0.150489406626628,"mean_tmax",0.000264207950831041
5930,"NOCA",537,-0.00674924429949882,0.00801327443642805,-0.8422579749443,0.399643568863188,"tmin",0.000264207950831041
5930,"NOCA",537,0.000194641219865959,0.00154265355880627,0.126172995067392,0.899594987320825,"mean_tmin",0.000264207950831041
5930,"NOCA",537,-0.00065636959251352,0.000564574265887398,-1.16259211971314,0.244995029539055,"tmax:mean_tmax",0.000264207950831041
5930,"NOCA",537,0.000339955485166337,0.000526142835580128,0.646127747404372,0.518196626900168,"tmin:mean_tmin",0.000264207950831041
4520,"GCFL",541,-0.0649257107380801,0.0342967071079249,-1.89305960288758,0.058349943599407,"(Intercept)",0.00018851268464426
4520,"GCFL",541,-0.00944621441420642,0.0184720297667624,-0.511379341278642,0.609085457820358,"tmax",0.00018851268464426
4520,"GCFL",541,0.000926955162185612,0.0024768971699402,0.374240470470557,0.708225416900929,"mean_tmax",0.00018851268464426
4520,"GCFL",541,0.00456478075488825,0.00900119641176831,0.507130446450449,0.612063293413067,"tmin",0.00018851268464426
4520,"GCFL",541,0.00226005902221092,0.00231778997496435,0.975092241584868,0.329514506737667,"mean_tmin",0.00018851268464426
4520,"GCFL",541,0.000206239443611289,0.000717465479100894,0.287455563534209,0.773763521895159,"tmax:mean_tmax",0.00018851268464426
4520,"GCFL",541,-0.000339470772635257,0.000629994373778106,-0.538847308428225,0.589992217320555,"tmin:mean_tmin",0.00018851268464426
7180,"CARW",393,0.00161932899073942,0.0408090718303576,0.0396806131114898,0.968347757998223,"(Intercept)",0.00178743513754276
7180,"CARW",393,-0.00750892245787685,0.0328466230478575,-0.228605614858379,0.819175460102879,"tmax",0.00178743513754276
7180,"CARW",393,0.00241035916019355,0.00285932662617652,0.842981399231287,0.399238846801194,"mean_tmax",0.00178743513754276
7180,"CARW",393,-0.00161687249735054,0.0174940427508378,-0.0924241766399653,0.926361031455223,"tmin",0.00178743513754276
7180,"CARW",393,-0.0036287666501849,0.00286645184545386,-1.26594369828332,0.205533240054311,"mean_tmin",0.00178743513754276
7180,"CARW",393,0.00018407815700714,0.00118797296550387,0.154951469732364,0.876859576640641,"tmax:mean_tmax",0.00178743513754276
7180,"CARW",393,0.000281353889837997,0.00106585360249585,0.263970482605834,0.79180266372672,"tmin:mean_tmin",0.00178743513754276
6730,"PRAW",188,-0.0263355731711529,0.0912862973567267,-0.28849426402124,0.772968420609594,"(Intercept)",0.00266159758606666
6730,"PRAW",188,-0.0285559072307254,0.0659603062878198,-0.432925631153392,0.665068798632813,"tmax",0.00266159758606666
6730,"PRAW",188,0.00193553973079542,0.00595930810063805,0.324792693733721,0.745337974582767,"mean_tmax",0.00266159758606666
6730,"PRAW",188,-0.0398904319800396,0.0351241151422136,-1.13569927152692,0.256082445580968,"tmin",0.00266159758606666
6730,"PRAW",188,-0.00197796770507915,0.00551837507010381,-0.358432995211749,0.720019303094432,"mean_tmin",0.00266159758606666
6730,"PRAW",188,0.00128613505840538,0.00239495602873656,0.537018234561855,0.59125501857334,"tmax:mean_tmax",0.00266159758606666
6730,"PRAW",188,0.00183680498330281,0.00210210883824319,0.873791570581995,0.382231771816201,"tmin:mean_tmin",0.00266159758606666
4120,"NOFL",519,0.00382404015856742,0.0326984090918979,0.116948813864921,0.906900615651012,"(Intercept)",0.000150068559851668
4120,"NOFL",519,0.0249855013516611,0.0136194787836841,1.83454166994946,0.0665736281833849,"tmax",0.000150068559851668
4120,"NOFL",519,0.00220262578971304,0.00233792088483237,0.942130165311803,0.346126002202165,"mean_tmax",0.000150068559851668
4120,"NOFL",519,-0.003382405320627,0.00756291803033256,-0.447235485967348,0.65470504214591,"tmin",0.000150068559851668
4120,"NOFL",519,-0.0052978665106715,0.00216892433863431,-2.44262393865125,0.0145809220950541,"mean_tmin",0.000150068559851668
4120,"NOFL",519,-0.000996319197820392,0.000577595440394961,-1.72494297589868,0.0845377496284438,"tmax:mean_tmax",0.000150068559851668
4120,"NOFL",519,-0.000238957164661466,0.00059361572353523,-0.402545207593855,0.687282824836306,"tmin:mean_tmin",0.000150068559851668
6280,"YTVI",301,-0.0304728961044597,0.0525185888891504,-0.580230671634725,0.561759072506231,"(Intercept)",0.00378873108042532
6280,"YTVI",301,-0.0468172895669856,0.035469827095117,-1.31991874224362,0.18686214930088,"tmax",0.00378873108042532
6280,"YTVI",301,0.00307224489699685,0.0036804275327971,0.834752177462915,0.403857256925194,"mean_tmax",0.00378873108042532
6280,"YTVI",301,0.000917183018603822,0.0168408760920842,0.0544617164563624,0.956567309140744,"tmin",0.00378873108042532
6280,"YTVI",301,-0.00293813414066931,0.00337588526587933,-0.870329975478004,0.384120102168959,"mean_tmin",0.00378873108042532
6280,"YTVI",301,0.00169215473298732,0.00131729896845831,1.2845639247465,0.19894471184454,"tmax:mean_tmax",0.00378873108042532
6280,"YTVI",301,-0.000287603232731634,0.00107059955969878,-0.268637540643629,0.788208620579896,"tmin:mean_tmin",0.00378873108042532
