"aou","volume"
2881,0.844710734200119
2882,0.188017593873644
2890,0.863562474097132
2920,0.168301741670313
2930,0.115675997610935
2940,0.325450922644113
2971,0.958085435895298
2973,0.62990483029117
2980,1.95088353468441
3000,0.41279245076386
3050,0.0825982114774716
3070,0.0519314635310857
3080,0.814184204107248
3090,0.0507955163153657
3091,0.879034692351607
3100,1.11547790425966
3120,1.58431081026501
3131,1.34139786014257
3160,1.39828987865556
3190,1.17500693808535
3200,0.0258194639597585
3210,0.786244623685323
3250,1.5190292065796
3260,0.0989924249665562
3270,0.0218663680374038
3290,0.314838196381653
3310,1.09958746614035
3320,1.1428786830747
3330,1.37060081348145
3333,4.19746709642324
3340,0.912346569414998
3370,1.66859477698143
3390,0.520285516029071
3420,0.572590296547449
3430,0.748289983397051
3451,3.80926559211445
3480,0.29494749084014
3490,0.454348823489254
3520,1.89759188504138
3550,0.337227137969648
3560,3.86487192853504
3570,0.368635846380876
3600,1.30851931760288
3640,1.99056595532143
3850,0.200912011630594
3870,0.91470698502343
3875,0.110920682476875
3880,0.300812628756909
3920,2.72825128972302
3930,1.13414939276779
3940,1.16086500034199
3950,0.111452638863951
3960,0.148189911732155
3990,0.306933118363447
4000,0.966584475752979
4010,3.70720930598049
4020,0.20049594365543
4021,0.550121861995462
4022,1.11348959346271
4030,1.03379741395566
4040,0.45333187554207
4050,0.962056941456078
4060,1.03581261584011
4080,0.614590560024127
4090,0.68800763988594
4100,0.0386995263782754
4120,0.808759407746957
4123,1.14759346079244
4130,1.00123113405083
4220,1.13176346815095
4230,0.787994404882609
4240,1.45605994397473
4250,0.834303172369356
4280,0.619585653972602
4290,1.00347741558965
4310,0.721320396633919
4320,0.191287501097639
4330,1.30096355818276
4360,0.680602911385816
4402,2.71273691566963
4430,0.185799521683357
4440,1.2117279149458
4450,0.0122862921103201
4470,0.76592229033415
4480,0.127353672686447
4520,0.73499458151964
4540,0.539387485947391
4560,0.66383112938811
4570,0.471866867262452
4580,0.523711976850081
4590,0.849852464034656
4610,0.646656195971677
4620,0.988162641089475
4630,0.230452951263237
4640,0.58003848142653
4641,1.18346682392924
