"aou","stateroute","dist_from_centroid","bearing"
7610,82009,2245609.88300391,132.154850174594
7610,82010,2237948.44081698,132.785719236201
7610,82015,2313899.56239597,130.929099013324
7610,82016,2269285.75220046,129.048876728055
7610,82017,2326217.73095115,129.614434694377
7610,82018,2284338.89756398,130.36232419038
7610,82020,2251373.07948219,126.718544401434
7610,82021,2353662.96737773,128.768745564527
7610,82022,2298751.7436229,128.164871511548
7610,82023,2346299.68421113,127.198599606341
7610,82024,2376480.39111818,127.928340880039
7610,82025,2341297.57146492,125.754057688206
7610,82031,2390720.26931515,122.664614726054
7610,82032,2403088.67562278,123.130714755043
7610,82033,2447328.00217405,123.454893190668
7610,82038,2464132.96491749,121.943241992322
7610,82040,2461475.80737349,123.088353494237
7610,82041,2510183.38799918,121.237662736453
7610,82042,2538973.01547851,119.473996857216
7610,82128,2446114.25652571,126.854212796446
7610,82130,2440598.40000621,126.196969559637
7610,82139,2482863.599635,123.214088354946
7610,83023,2497174.60168666,154.314191380133
7610,83032,2449849.70876568,149.659733614863
7610,83033,2429402.45020542,151.554656847734
7610,83044,2382650.8114967,150.822278643396
7610,83045,2322911.24652735,149.480081181462
7610,83048,2312817.95941365,154.736208484461
7610,83056,2242005.09146368,149.09499947393
7610,83058,2249790.44910567,151.922219527431
7610,83064,2181659.61938919,157.376016542228
7610,83067,2082663.8376878,159.498225133815
7610,83069,2151619.99028529,147.518877309733
7610,83071,2151306.0696679,150.210234853357
7610,83072,2060586.81666119,152.750484338605
7610,83076,2031073.10340961,158.512947055713
7610,83092,1993176.9070119,165.565422235591
7610,83097,1870473.75648801,166.801726319528
7610,83100,1701306.66081123,165.816558088025
7610,83102,1620167.37715519,167.771962381886
7610,83103,1667288.44720392,161.708633310281
7610,83104,1662221.99963298,159.721897105007
7610,83105,1732248.11403446,161.925294732912
7610,83321,2467146.65056696,150.057575358763
7610,83337,2293144.63549251,156.176684597404
7610,83346,2094442.0544819,179.484887454675
7610,83350,2178407.06541741,151.955345174459
7610,83353,2092228.57654579,161.401870894765
7610,83365,1964274.22021645,168.826478001249
7610,83369,1862965.99361548,164.828584236469
7610,83371,1767077.38079723,162.337068986543
7610,83373,1669522.17216069,166.615037833549
7610,83374,1658311.56659126,160.625747318561
7610,85002,1137808.10492422,-155.139681906685
7610,85007,1169987.22598097,-164.842340495017
7610,85008,1128365.73935322,-168.447856055226
7610,85010,1330741.3916653,-159.326984155124
7610,85011,1265978.87289476,-159.547906607961
7610,85012,1268758.91264189,-165.196212894096
7610,85014,1455383.68824436,-156.439478210676
7610,85017,1404506.36822986,-165.839625117027
7610,85022,1451907.04150609,-167.446198759076
7610,85023,1511078.18712541,-171.943577553058
7610,85024,1103112.46473551,-149.068440753066
7610,85025,1138752.62725744,-148.72997857303
7610,85102,1063381.28770186,-155.00501763826
7610,85104,1310702.05955957,-152.011823757736
7610,85105,1251299.20576183,-158.763608785145
7610,85108,1165228.10673669,-169.349500840789
7610,85110,1337649.76361572,-158.057220801564
7610,85112,1326555.86742104,-165.335185692308
7610,85113,1202158.0111285,-170.285268011681
7610,85116,1421747.8491153,-164.464147535955
7610,85119,1522966.75675858,-156.521347887649
7610,85123,1462374.36710474,-170.916194073317
7610,85156,1172167.11848774,-162.080245543705
7610,85159,1304201.4611424,-154.805851628166
7610,85203,1079605.76674605,-157.281394185722
7610,85218,1352422.90833503,-170.041572021775
7610,87002,2680687.69488346,95.9894545713053
7610,87006,2668020.79726975,93.4891106598503
7610,87007,2692666.5386298,92.7833503658832
7610,87008,2675363.19377602,95.4898523214238
7610,87010,2649055.02897719,94.1093975565834
7610,87011,2686485.3681154,91.3752223130104
7610,87013,2648909.9911081,92.5593301628618
7610,87014,2644768.37688034,92.1776896274572
7610,87015,2659518.10663669,91.9482944006832
7610,87017,2650287.41694891,91.463565098755
7610,87019,2608339.10957947,91.6239831815515
7610,87022,2595426.41382335,92.1616430761216
7610,88002,2607612.57147594,107.817916803747
7610,88003,2553037.76063021,112.105948502476
7610,88004,2579570.82434178,111.900351582185
7610,88005,2594987.77510448,110.305264596267
7610,88006,2625871.31250138,110.111770545256
7610,88007,2573828.83473461,109.916667475862
7610,88010,2709446.13732618,109.435123928373
7610,88011,2693336.68095431,110.217022145525
7610,88012,2652363.04097235,109.055064529231
7610,88014,2490987.82279947,118.020439673644
7610,88015,2551194.00720439,113.831505106485
7610,88020,2619826.75503305,113.306177324495
7610,88021,2632384.09433514,111.822776463872
7610,88022,2641163.31649394,111.608208689775
7610,88023,2640548.72574893,112.313669838633
7610,88024,2655491.38443348,113.245466566332
7610,88025,2737146.61962769,111.879375061902
7610,88026,2683390.95787264,110.547678323276
7610,88028,2752980.59406648,111.668154702987
7610,88029,2805154.31308929,109.284685654838
7610,88030,2766651.83859562,109.304201785651
7610,88031,2804725.80342409,111.092355687224
7610,88036,2501473.06365383,118.27156301194
7610,88037,2621205.6205337,115.920825469832
7610,88040,2691712.28009618,114.857350275145
7610,88041,2717097.71260619,113.569402507306
7610,88042,2773763.45834969,113.229712896475
7610,88043,2830210.65964629,112.11584307048
7610,88044,2821712.61829186,112.312738311265
7610,88046,2886415.15511884,111.005971389799
7610,88047,2577491.17019786,116.985699452125
7610,88052,2665569.77780063,112.949547601163
7610,88116,2575144.99306821,115.491635721929
7610,88134,2466738.00601294,119.815712012988
7610,89001,1291295.50159926,-95.4048154663202
7610,89004,1060858.7814691,-96.5409992515984
7610,89008,837775.067911868,-104.440158728861
7610,89009,1328574.12729213,-99.5278154090202
7610,89015,908443.872778237,-109.92957934052
7610,89019,1162740.71225402,-107.225633487912
7610,89021,1102377.26088407,-112.826071631505
7610,89023,897869.34387308,-118.736441963796
7610,89025,1205179.94969577,-111.067139846271
7610,89026,1124912.22034564,-112.71423804468
7610,89027,1117625.8844667,-93.9698923716758
7610,89029,994838.726189791,-99.0242645976504
7610,89030,924270.763822183,-98.9624954062976
7610,89032,799158.951798524,-104.773163023192
7610,89034,1154656.89144216,-99.2609610037183
7610,89035,1107509.38050384,-104.923998118346
7610,89036,1069385.23649517,-103.747793411286
7610,89037,1026100.58530022,-106.482646175332
7610,89038,937290.348817112,-105.678790165844
7610,89039,895839.192166026,-112.537484169467
7610,89044,1090919.14046074,-107.130611841058
7610,89046,987028.153265816,-115.737170648823
7610,89056,942318.741214295,-104.994225099017
7610,89060,1223128.39087213,-107.982070790199
7610,89061,1193202.60953556,-105.813337694784
7610,89068,1003078.77267967,-98.7032570672747
7610,89072,1165713.63669155,-99.381382340811
7610,89078,1309048.75241389,-104.232960785149
7610,89080,1221235.33508397,-109.055561172897
7610,89111,1151081.13591374,-100.728674204379
7610,89145,1012635.07614605,-109.739727332225
7610,90001,2506936.92201048,115.047445720658
7610,90002,2496084.19094439,114.513525242721
7610,90003,2544439.96669592,114.461001925837
7610,90004,2429576.09945845,116.506614379768
7610,90005,2518348.75238822,116.325523394772
7610,90007,2461988.75861238,116.793847317188
7610,90014,2388927.53101431,113.806098762821
7610,90015,2412336.00252771,114.28293022926
7610,90020,2396552.2849628,115.764598981882
7610,90021,2410575.48431123,115.374147837594
7610,90022,2464892.44745052,112.375568063825
7610,90023,2492805.99058044,112.250897106639
7610,90024,2489497.58627926,113.248262054949
7610,90026,2426092.85019604,112.866940540037
7610,90027,2518462.82778891,113.552475162901
7610,90028,2438915.51451446,113.536220984936
7610,90029,2483275.33471875,113.544888877818
7610,90030,2523574.42350393,112.431694712826
7610,90031,2535046.94801685,111.539552113436
7610,90033,2519853.71052131,111.067906809703
7610,90034,2360690.04225681,113.486059161666
7610,90036,2391425.14233129,112.669675047745
7610,90046,2463146.88422744,111.161910710783
7610,90048,2551451.3846595,109.129957892144
7610,90051,2577128.76796099,107.799776917411
7610,90052,2342824.26159203,110.094081575575
7610,90053,2433636.8779838,109.649681083472
7610,90140,2445288.2263439,111.180913044767
7610,90147,2500781.03356766,109.987964729205
7610,90149,2544254.80737944,109.980638233426
7610,91001,1177749.54092415,108.332604706602
7610,91002,1222792.24135283,106.380537323405
7610,91003,1221038.90909522,109.166733441836
7610,91004,1256985.92310994,106.784211979742
7610,91005,1241567.1104904,104.313718865115
7610,91007,1318836.12485772,105.118924763267
7610,91009,1223843.99982623,115.594078977604
7610,91010,1206934.35871364,113.941330363178
7610,91011,1182280.83920976,110.950589526595
7610,91012,1220970.97680534,112.068414498154
7610,91014,1287915.38939586,111.79436822944
7610,91015,1271109.68928122,108.955256930145
7610,91016,1283124.55840682,109.580046481142
7610,91017,1343543.53025332,111.199783200954
7610,91019,1353551.050763,108.044258928886
7610,91020,1379355.25715804,109.214134746952
7610,91021,1438426.6492075,108.219314340677
7610,91023,1393055.58010886,106.482371719972
7610,91024,1408569.69912227,105.294110183842
7610,91025,1432019.89799171,105.215707856367
7610,91026,1459639.26428371,106.526133036525
7610,91028,1508788.61783988,105.228883210969
7610,91029,1521767.73430343,105.235199820091
7610,91030,1590634.0483674,104.18648698694
7610,91031,1269130.0795913,116.452904413758
7610,91033,1333351.68140786,115.844261996889
7610,91036,1392176.68293412,111.678105695125
7610,91038,1429910.31414009,114.023943615513
7610,91039,1418543.76747316,111.584021995526
7610,91040,1448193.11300662,112.142284973059
7610,91042,1467946.87146788,109.861654070005
7610,91043,1515546.27127272,111.545584616237
7610,91044,1508910.57417704,110.628027237562
7610,91045,1533564.68272293,107.742842008373
7610,91047,1508484.27391493,109.64986418289
7610,91048,1614903.65265169,109.838921525955
7610,91049,1586301.60349377,107.938168324807
7610,91053,1465943.57284731,115.023280274765
7610,91054,1459120.18110735,115.434056101196
7610,91055,1513427.29173206,115.653653781575
7610,91056,1548133.91521573,114.15319740922
7610,91057,1529841.52829681,112.714816618312
7610,91058,1565524.35279001,114.078776094329
7610,91059,1591409.85036964,112.569914201769
7610,91060,1585393.49575811,113.536068146984
7610,91061,1571823.77291337,113.691631567635
7610,91062,1598053.72695896,112.177405190662
7610,91063,1646466.24231093,112.313225815557
7610,91065,1544017.78438672,119.771765915295
7610,91066,1564172.06642145,118.447495010419
7610,91069,1686937.29491473,114.95601887285
7610,91070,1678099.41709301,114.273797218194
7610,91118,1363568.67271868,110.94077598741
7610,91167,1557067.99535513,116.72574549838
7610,91312,1488193.80908547,112.971688623505
7610,91314,1598703.17470888,109.954918159747
7610,91318,1603390.62836608,110.971006024362
7610,92002,715175.258049716,-164.974017756563
7610,92005,657777.732505872,179.377633287117
7610,92007,720820.623613282,164.67539230505
7610,92011,791606.807726253,-176.355943761188
7610,92015,993180.739821883,-163.722239140513
7610,92017,957788.007871945,-170.965173613777
7610,92025,1079101.75138229,-177.518876319399
7610,92026,1056514.16894869,179.289929393183
7610,92027,1063860.89406865,173.117294996491
7610,92030,710955.911151379,-154.098144311946
7610,92032,678043.873811452,-160.112932576598
7610,92035,651935.864309485,-167.308709423027
7610,92037,662148.045973915,-169.363928021239
7610,92038,748869.306977371,-168.30548140548
7610,92040,639872.883277602,-176.715726464315
7610,92042,710404.235339582,-179.164987053264
7610,92043,722155.188975935,177.097764055355
7610,92044,674922.245572109,175.419855254471
7610,92045,645589.593190024,171.932012050043
7610,92046,681259.056263559,170.186627491273
7610,92049,756456.157440681,167.247663158732
7610,92053,825383.5389107,-163.899513357026
7610,92056,866695.123060763,-169.316029513755
7610,92059,844985.655612903,-178.820213527617
7610,92063,758347.426394114,-179.621342354165
7610,92064,785714.819807078,176.396855891711
7610,92069,786186.507912753,164.774337452564
7610,92070,765135.257541941,168.503057213661
7610,92071,925821.953337841,-160.917447876935
7610,92074,901748.382453137,-164.902883684829
7610,92075,914433.871648951,-165.890278646097
7610,92081,944267.689022562,-175.559245615301
7610,92082,950799.618085086,-176.865794480668
7610,92083,904792.17671295,-179.051224643092
7610,92085,941323.2520033,178.005497974743
7610,92086,921821.476452091,175.275167082878
7610,92087,950569.748950328,172.429757042428
7610,92088,895051.664052518,170.497832492894
7610,92090,894301.174709172,167.339149675697
7610,92091,969767.049914163,168.382963897932
7610,92093,1082461.51657961,-164.419302906787
7610,92104,1003087.45884258,178.000297591108
7610,92105,1073085.07301694,177.012276120099
7610,92107,998606.842243283,172.957713048777
7610,92110,1064253.86617618,171.335515746771
7610,92112,1074963.18953857,167.835650684479
7610,92123,1062369.95314455,-167.315830118328
7610,92195,1017532.97472777,-165.980216687219
6830,2001,1242952.08534098,104.984734183992
6830,2004,1327067.64052406,107.858196261805
6830,2008,1439751.01663981,105.645363768559
6830,2010,1463030.11444878,109.309277109101
6830,2015,1359813.65392094,109.005602738221
6830,2016,1292384.86413496,109.620748304895
6830,2017,1356957.18991421,109.899037826924
6830,2019,1264728.40407299,112.42112849435
6830,2022,1400561.64441773,114.663592763198
6830,2023,1356579.14504177,113.944794217729
6830,2025,1428943.56553867,112.790749423825
6830,2027,1541396.06670918,111.920601717228
6830,2028,1538448.12085682,109.234002192903
6830,2031,1646828.68444373,115.701977207198
6830,2034,1509637.24247462,117.053368053394
6830,2035,1517866.07309776,119.165373977269
6830,2038,1478692.00150574,118.584040220152
6830,2043,1371136.00230549,111.77033655048
6830,2046,1362282.79070414,105.654922886076
6830,2047,1311873.31348776,113.135215782267
6830,2048,1314659.67741438,115.683589725039
6830,2049,1335549.81931502,114.388564268337
6830,2051,1512986.42619931,111.236767634678
6830,2052,1384978.3172427,121.639236858234
6830,2053,1402730.98206276,118.660871826966
6830,2054,1563752.31869481,116.7480302428
6830,2055,1571341.42275966,114.355797628484
6830,2072,1292379.67548408,103.725584087089
6830,2073,1368268.16876247,102.118779910863
6830,2105,1367261.700249,106.082651895624
6830,2109,1408395.45818129,104.830517381941
6830,2111,1455709.80917298,107.294599821083
6830,2140,1479717.48609047,124.52388048681
6830,2142,1507849.42973942,122.883184613235
6830,2201,1230934.72236084,108.537470335203
6830,2207,1391829.18426041,107.426257609043
6830,6029,1024098.80488391,-128.120270602467
6830,6063,1244273.53852452,-108.558189626797
6830,6107,1167876.82545878,-102.48960498375
6830,6116,962707.450740536,-113.839282196571
6830,6122,1068395.01979618,-117.869012122023
6830,6123,927317.34632199,-123.444983599958
6830,6133,1055140.06491155,-130.882276523274
6830,7001,987226.713492083,123.130803311156
6830,7002,1038072.31628162,122.026281572152
6830,7004,909409.407040641,124.521767029057
6830,7005,870980.119489873,128.737344592168
6830,7006,835830.85609739,128.00060508496
6830,7007,802460.004109923,129.815985853837
6830,7008,998986.068097082,110.380906715416
6830,7010,968655.801352352,117.985905539317
6830,7013,838582.376138783,124.123664090075
6830,7016,958381.996226109,107.479772126066
6830,7019,884850.854120516,106.200430044233
6830,7020,783960.364851469,111.655244578591
6830,7021,829546.598447009,110.614729867374
6830,7022,719527.300066229,116.32817773331
6830,7024,672483.531082772,119.563686970798
6830,7025,900255.68670011,101.797516156576
6830,7026,844270.425666682,105.780848366212
6830,7028,714944.506126677,109.570927272034
6830,7111,828818.414610288,118.308765940566
6830,7117,989810.778189335,106.447908342745
6830,14007,1860631.66227958,-76.9287745880984
6830,14011,1918469.50914116,-79.6931775698114
6830,14047,1551284.17085932,-106.588654505463
6830,14052,1815629.2832215,-89.5680035356835
6830,14098,1761519.87299293,-82.9258569260351
6830,14106,1559900.64723272,-107.349874041099
6830,14159,1804329.21644226,-79.9982256330527
6830,14160,1957375.67384969,-79.4712510692143
6830,14174,1961403.65370442,-73.4789261083874
6830,14181,1717674.97941247,-77.5059011298596
6830,14185,1736891.38627842,-79.883146311852
6830,14188,1710087.30599915,-82.9069604485276
6830,14341,1628646.69863508,-94.7265888153382
6830,14352,1811765.93258803,-84.9009485350317
6830,14409,1959964.53955999,-75.3849001263174
6830,14435,1970265.39692966,-75.1062986047082
6830,14436,1711039.71836895,-77.6856139019331
6830,17004,428370.200920581,-57.6532891250515
6830,17008,703732.776910658,-79.5154177935054
6830,17015,642095.951747018,-85.9847789590649
6830,17032,646103.37385196,-71.615150976154
6830,17047,504496.959983679,-88.3269317799374
6830,17055,462554.728103944,-107.220264588909
6830,17210,532488.87262217,-77.8123980715605
6830,17308,716408.335178554,-79.2267841449941
6830,17315,674584.817908297,-91.8790097058534
6830,17326,365548.517173755,-104.685846733938
6830,17362,349047.191365896,-80.0089944283384
6830,17375,396062.374963896,-97.9746443347419
6830,21001,2168175.08544363,79.210936445907
6830,21003,2187225.90744201,80.7774967376105
6830,21004,2192472.93371457,80.554580511166
6830,21010,2211359.71308514,81.3264798259757
6830,21105,2173528.96143398,79.5867122881772
6830,25001,1483024.12786393,120.572153017595
6830,25002,1606266.36691686,119.867667062303
6830,25003,1580930.84041818,119.852879090048
6830,25004,1683619.77127727,117.061327633727
6830,25005,1684340.69007927,117.951113532437
6830,25006,1765042.91583034,114.828729091709
6830,25009,1720866.85623202,119.639811894161
6830,25010,1799906.98239069,115.454220292075
6830,25011,1876514.16065114,116.326126359141
6830,25015,1731570.38393393,118.388628627038
6830,25018,2024193.90926344,112.376034088668
6830,25025,2133804.50816585,114.569896709477
6830,25055,1609057.06178037,116.927110264859
6830,25060,1937123.13726889,111.586898426655
6830,25062,1783294.4136065,117.290579853493
6830,25108,1706956.4385171,117.438428605228
6830,25113,1989393.64681121,114.75975826279
6830,27001,1947211.06310508,110.019155586115
6830,27003,1932717.65707849,108.382771652864
6830,27005,1822371.45316076,107.904629280369
6830,27006,1712842.0638016,115.011463627983
6830,27007,1763494.65275021,110.066167860333
6830,27010,1641236.93090884,112.388109752709
6830,27013,1748799.82202937,106.034497012653
6830,27016,1594460.6945664,107.900708830579
6830,27019,1723954.54553676,102.121677010235
6830,27021,1693374.75306397,113.319133039599
6830,27024,1642280.19096988,102.297157245491
6830,27026,1499504.32416261,102.085315535362
6830,27027,1516422.96266656,104.174589769677
6830,27029,1714245.18822187,111.449213340962
6830,27030,1603818.8252417,100.876408516572
6830,27032,1761120.19332294,102.79910050582
6830,27033,1653201.86921351,110.156694578245
6830,27034,1836656.0492309,104.065179761862
6830,27035,1664505.94542833,106.585465523725
6830,27036,1501294.96332559,106.862682395184
6830,27037,1442624.26504393,102.493880147836
6830,27038,1621717.84605707,110.191524703009
6830,27040,1548010.01262042,100.482064883473
6830,27044,1583657.25783386,104.969639627699
6830,27046,1642909.71377138,106.272493984913
6830,27047,1713492.22689633,102.849250652488
6830,27048,1728985.29620172,105.153442851983
6830,27049,1711811.61907521,109.171313907895
6830,27050,1761978.88462159,108.130747884
6830,27051,1774743.85053695,104.98973514262
6830,27052,1726579.80522494,109.889064435185
6830,27053,1775931.57413142,108.87251540988
6830,27054,1843212.33973198,104.873379214512
6830,27057,1779727.14258268,114.194251522336
6830,27111,1881535.79543128,105.515872885543
6830,27123,1527362.47445659,105.923611051424
6830,33004,1564182.91985049,-50.6578149404582
6830,33010,1283889.15981229,-51.628500913971
6830,33014,1264083.92606994,-52.9242980068042
6830,33023,1421415.67672999,-65.3747748294459
6830,33025,1220406.1389734,-65.4425504473427
6830,33124,1313394.8806235,-63.4083999286577
6830,33128,1046884.1551068,-58.4346993262568
6830,33204,1583003.40875427,-51.059811514052
6830,33207,1474122.04960539,-53.9562592373326
6830,33211,1456832.03360826,-59.3551480557743
6830,33213,1328527.10481123,-56.8252431978769
6830,33214,1228274.35962316,-54.8968869745447
6830,33218,1340689.11958892,-61.4594797994224
6830,33225,1208441.93613105,-64.7258242570848
6830,33226,1181871.62357405,-65.589065899272
6830,33227,1078368.69107144,-62.1448236678782
6830,34002,1051248.31961266,63.7879651598843
6830,34009,1011305.64688911,69.4336196194221
6830,34010,990296.437785885,68.0406444149523
6830,34014,1134470.25064693,66.5154114820852
6830,34019,870508.606072218,70.0237727617471
6830,34020,846681.227861912,74.1717553217873
6830,34021,944139.403778383,76.0543338904166
6830,34022,872867.603270997,71.2046613692635
6830,34023,957414.872048709,70.492282117003
6830,34024,916933.112048838,70.3215026886596
6830,34027,1010059.44632089,73.1631922092063
6830,34030,1066444.71290084,76.8370500372098
6830,34034,1144016.16075794,73.9948900151981
6830,34036,913776.594015098,76.4548064105618
6830,34037,923690.53759123,80.4910106552231
6830,34039,865414.819986194,80.7114806076631
6830,34040,980466.569042461,79.6218687714282
6830,34041,1001131.85484177,80.2968708958089
6830,34042,1006301.81915323,80.8189760483072
6830,34043,985829.266230761,79.7812461794881
6830,34045,1086996.2539393,81.1303274866557
6830,34046,1093107.03712711,81.4414960601818
6830,34048,1129106.92178572,81.436899475185
6830,34049,917022.916454983,87.6688796218601
6830,34050,954259.227635244,86.5565881248841
6830,34052,967278.195172341,85.5559961076843
6830,34053,1001345.01438962,87.5037226857358
6830,34054,1094769.33104463,87.6792336483307
6830,34055,1028803.76988545,86.8221170077704
6830,34056,1096810.06061473,84.9885341239459
6830,34057,1074288.1082671,85.2236078938069
6830,34058,1132845.22920275,84.1673327689375
6830,34059,1024026.03921279,94.4500933054593
6830,34060,966119.581629882,90.1962907203384
6830,34061,1047495.15296612,93.6422246900214
6830,34062,1080177.94373848,91.6215919428707
6830,34063,1089910.13871681,94.6808848434931
6830,34067,928725.063774997,67.0745162032881
6830,34069,1085236.89482148,69.5752621024638
6830,34070,848613.965201997,75.3858075491414
6830,34071,936234.419969159,74.454567527135
6830,34072,959107.017356662,76.1458561434562
6830,34074,889931.74155425,81.3109864414945
6830,34075,952385.204784541,80.7071191355943
6830,34076,1107838.18622596,82.6573877760894
6830,34077,1138520.50570321,82.4048539044002
6830,34078,965954.707070856,87.876593081358
6830,34079,1099452.24440334,88.8763012804888
6830,34080,1021303.95051548,94.6725290423881
6830,34081,1112410.15628311,92.1184988737538
6830,35002,1199665.08569791,70.6548456584896
6830,35004,1246369.67149188,71.345192841228
6830,35005,1270376.39147314,72.7913458872287
6830,35006,1332781.25682215,69.7457739597969
6830,35009,1390922.760361,70.7591322418083
6830,35010,1174773.10669533,74.0151742110004
6830,35011,1198898.84987569,75.6221221185169
6830,35012,1221248.87233651,74.1416709175221
6830,35013,1272693.55559746,75.0421640963514
6830,35014,1225338.80214873,77.0953501333798
6830,35019,1299399.12467549,73.8233625019667
6830,35020,1385990.27016324,74.9203369913163
6830,35021,1163900.21642895,81.3709562487576
6830,35023,1253355.70861696,82.6527332139116
6830,35024,1257708.21278325,79.7908127536765
6830,35026,1221825.38475578,81.7265821398239
6830,35027,1289166.09428927,82.5785009284413
6830,35029,1330311.00554078,80.664018745203
6830,35030,1301592.02555322,80.204379350882
6830,35031,1370359.60865106,80.5274460611206
6830,35034,1169859.91988937,88.1345555700136
6830,35035,1218222.8151366,84.3008222804557
6830,35037,1267008.77800292,83.4431358426489
6830,35038,1290484.42688725,84.6663178382609
6830,35040,1363113.84881804,83.8911054405995
6830,35041,1307541.97681924,84.7531019969246
6830,35042,1166969.48872966,88.7385059685684
6830,35103,1274534.54170124,69.7021163138618
6830,35115,1280215.16705196,76.9147850782087
6830,36001,818628.312794175,69.3882051393022
6830,36002,716957.816127739,68.2529103087818
6830,36003,702211.538355126,65.6315860665203
6830,36009,804109.806317247,60.2592135591452
6830,36011,728457.526149969,61.540104428285
6830,38008,182090.208211461,110.639447320602
6830,38013,514327.439621915,84.038557948183
6830,38020,156377.42855353,91.7965479803212
6830,38025,123828.21370032,17.7344135195219
6830,38026,456023.396395276,80.5547186375952
6830,38032,197382.091837873,61.7871932089159
6830,38034,190681.721379705,42.8892814280409
6830,38036,62097.839044399,47.1306478659211
6830,39001,1520457.02318044,92.7295153584543
6830,39002,1064202.68284744,96.0027773470894
6830,39005,1231340.87464319,95.3711609420794
6830,39009,1381581.34398836,93.6010618676937
6830,39021,1419322.33374009,90.0604463387782
6830,39023,1396045.12160017,87.4671741170893
6830,39029,1216955.50925086,89.3475537649235
6830,39031,1296843.77836768,89.8425369236889
6830,39035,1148956.27288405,90.3918931125881
6830,39036,1101055.09787616,93.0331541084081
6830,39039,1386998.68196141,84.0948642291706
6830,39040,1447021.45308191,85.1909607726863
6830,39041,1412040.54931326,85.5798240318372
6830,39044,1470050.99007982,86.1082252203582
6830,39137,1358342.50049546,86.3181485275706
6830,42009,1278078.23291561,129.654298306784
6830,42010,1281900.86350918,128.226000885985
6830,42011,1247155.02316653,136.099727322339
6830,42015,1165023.58324851,141.927088783079
6830,42016,1091798.09462566,139.141269189439
6830,42018,1115571.79793686,127.76359959256
6830,42020,1099604.36877112,132.836024528949
6830,42026,998575.317868516,129.860305668996
6830,42027,944714.601415509,137.162731629171
6830,42031,1241817.55498832,138.242947608783
6830,42032,1250931.43732671,129.794010134106
6830,42033,1237829.1254091,133.931557254821
6830,42034,1208349.75040841,138.296657858457
6830,42052,1207543.7822795,139.104212561512
6830,42056,1138052.27718601,139.963715946256
6830,42057,1123793.04758313,129.274702274989
6830,42061,963308.53468656,127.212934349475
6830,42101,1395301.21511954,131.34188233506
6830,42105,1315915.89734918,135.178625842947
6830,42106,1204524.47263047,141.372394819557
6830,42113,1159506.41372573,136.331982333786
6830,42119,1049374.53145438,134.995654417095
6830,42122,1060819.92779808,139.037060052971
6830,42125,1029063.94336774,129.521465452418
6830,42128,934739.171912537,132.885631811506
6830,42137,1003400.27071758,137.076241703547
6830,42221,1045044.77814921,136.051661084758
6830,46003,1869839.86762101,80.0799762097539
6830,46006,1980466.95437014,79.2725698159568
6830,46012,2059378.0664104,80.6820711158977
6830,46013,2052129.76312249,79.4320161799286
6830,46014,2052346.7606621,79.0337320836692
6830,46015,2057050.53659,79.0440884762882
6830,46018,2072795.73332786,79.9210881419153
6830,46020,2114310.83569071,79.3743605349704
6830,46022,2073457.30656766,80.9523592709059
6830,46030,2059074.70949843,82.3063200280761
6830,46032,2139497.48494532,78.891533610512
6830,46033,2146025.57356934,79.2021823456714
6830,46035,2163851.48417097,79.8951754013117
6830,46036,2131003.45605636,80.0218063761877
6830,46037,2129020.24431198,80.5197249973311
6830,46038,2159595.80521629,81.3948778451497
6830,46039,2154900.73335382,81.2980944013312
6830,46040,2143120.62379588,81.443083615388
6830,46041,2137050.35140565,82.4591840292375
6830,46044,2171004.24568456,82.150815000219
6830,46046,2172674.41580368,82.3610053368861
6830,46047,2195494.37874489,83.1207172642988
6830,46051,1868874.15685594,79.2704481127946
6830,46052,1858541.61478163,80.4544426148587
6830,46053,1888895.42712652,79.0720977240001
6830,46054,1927943.08748763,79.2824255025672
6830,46055,1933259.48925777,79.0988436719923
6830,46102,1869446.21249753,79.730895801883
6830,46121,2102093.90526009,80.8000108499628
6830,46123,2089307.0423872,80.9908153214785
6830,46125,2107488.77585071,82.7311083344723
6830,46149,2232957.17126711,82.5350424190635
6830,46150,2209457.60840115,82.9544930043729
6830,49033,1350963.09582486,63.3710063259293
6830,49039,1327496.96234109,69.5092442741404
6830,49057,1474176.88522379,69.8627832405174
6830,49058,1437443.22141218,70.0762814518464
6830,51002,1164513.55844537,129.96011252086
6830,51006,1147639.63989292,120.364424681684
6830,51009,1210274.52656712,126.976102334979
6830,51010,1162718.61640557,127.597708929319
6830,51012,1062118.85627907,109.502270160587
6830,51014,1131791.74473575,115.229063593648
6830,51015,1232412.64534769,120.478654008152
6830,51017,1258445.47756829,124.262864341463
6830,51023,1247106.84400748,114.839770210742
6830,51025,1204099.07858621,111.680135855109
6830,51028,1346991.40549452,120.537955204236
6830,51030,1390887.55788918,124.30302131732
6830,51101,1178629.47743736,131.619804336534
6830,51113,1162643.67127995,114.792561698324
6830,51119,1352918.54147785,126.995678647631
6830,52004,752012.637678648,101.660618519818
6830,52005,639766.905456716,106.710402134277
6830,52006,616419.071650307,108.616269507172
6830,52007,997076.863901253,94.281592541808
6830,52008,930253.529147153,95.4109930303049
6830,52010,819554.446928915,96.0646606855212
6830,52011,820897.933874226,91.882991245945
6830,52015,611861.02081065,95.6804531976638
6830,52018,769575.398127183,90.889874337165
6830,52021,726223.166340515,86.8362975824007
6830,52023,606511.215652629,91.2697750420405
6830,52027,750226.735266494,79.3577252626436
6830,52028,718448.587751846,79.3665141903586
