"stateroute","mean_tmax","mean_tmin","year"
4313,21.2652604768602,7.09515095671876,1990
4314,20.6735879587573,6.54082765690116,1990
4315,17.4149053409846,4.38029309294441,1990
4319,20.6585209478291,6.86722406895041,1990
4320,20.8008915982439,7.30974653162764,1990
4321,19.713074007645,7.03054320048816,1990
4322,18.624194900291,6.27942193680179,1990
4326,20.76795597438,6.915509014898,1990
4327,20.9755209889131,7.17664348265704,1990
4328,20.1235357987305,7.46938338252387,1990
4330,19.964115243903,6.93217175017853,1990
4331,19.738500613258,6.11809012889862,1990
4336,20.6710190129835,6.75705718883248,1990
4337,20.7175407893097,6.67579942694457,1990
4338,20.4924636243338,6.75198341392609,1990
4339,20.5825443911265,7.3023500465485,1990
4340,20.5928408124486,7.03463865171933,1990
4352,20.3443870815621,7.15981712499501,1990
4401,21.0894239358341,6.65283071069156,1990
4404,17.1204484539569,4.72992052385569,1990
4408,22.0717682972133,7.87592624281054,1990
4412,21.7106353830784,7.31297657844868,1990
4430,19.0861414052822,6.59055407621242,1990
4440,20.6691627266383,7.22342390707224,1990
4501,22.4048994892048,8.15822421604732,1990
4508,21.8825249232299,7.6751908433071,1990
4608,20.9975240855541,7.14565501629728,1990
4612,23.0206953417727,7.29709250554616,1990
4712,23.1401354677407,7.33736537840845,1990
4928,20.1931971031942,7.50347082997546,1990
6001,28.481802691584,12.7760038444961,1990
6003,29.1618551382652,11.619028290877,1990
6005,28.1750536887876,11.4652833696884,1990
6009,23.4904399236043,3.03586618299173,1990
6010,30.2797454693995,12.0812798202585,1990
6011,24.8885959294289,8.00844870092662,1990
6012,37.5858797547678,22.030265444801,1990
6013,34.1110993017823,18.7914093098742,1990
6014,26.3584424314699,11.3030494812895,1990
6016,27.8208559587461,10.2932849149092,1990
6018,37.2025067851228,22.14730032435,1990
6019,37.7262261812804,21.2305696652701,1990
6020,36.8680480297701,19.8083712071548,1990
6021,36.5637965377089,20.4075156456513,1990
6022,31.2351428901059,14.6619475858694,1990
6023,24.4181153935792,5.94499471775562,1990
6025,38.3475496076427,20.6898672691734,1990
6029,33.9308987286263,15.1243626787946,1990
6030,36.2259319645698,20.2296969185413,1990
6033,31.1697258201081,13.2345173029486,1990
6055,29.6396602886758,12.114867647203,1990
6056,35.6968331420213,20.5255365110098,1990
6060,29.0799375953588,10.6232101198227,1990
6061,28.8370967979519,10.3167987057023,1990
6063,36.5080885212484,19.7166790539126,1990
6067,25.1929345772817,7.74154042968383,1990
6072,33.9617347380128,17.8437022560775,1990
6073,20.3917827757179,2.89651175507769,1990
6080,36.4668329626245,20.213445869387,1990
6103,28.6532163046024,11.7134831503586,1990
6106,36.5487221067197,21.3383077015387,1990
6107,29.9185296776589,12.5288148108493,1990
6108,29.1171213464999,9.02648218837353,1990
6115,24.0468853159925,7.17423569957887,1990
6116,28.230724294609,10.4083940336637,1990
6122,33.3943747560291,16.6394985027696,1990
6123,24.3423049131179,5.90739703879637,1990
6126,36.5212158097161,20.29901599001,1990
6127,37.5230499491423,20.6387867356279,1990
6133,27.3672273835981,9.34440488807904,1990
6900,31.0528315076855,13.8809440306743,1990
6901,28.9277809947193,11.1527577304595,1990
7001,31.4105253146805,18.7373544921098,1990
7002,31.3827179697089,19.3428543547442,1990
7004,31.08200274327,18.6356347993363,1990
7005,30.8891057691712,18.8419029770266,1990
7006,30.4685915847157,18.6792546593866,1990
7007,30.6636351642658,18.760996059089,1990
7008,30.1059545671618,18.7672290131852,1990
7010,30.9080241287123,19.4257510631498,1990
7012,30.8090637995272,18.4658730224687,1990
7013,30.3392066031086,17.7441454274314,1990
7014,30.713168668223,16.8753603526524,1990
7016,30.0638034820557,18.5695055775828,1990
7018,30.216223996095,18.5440412916318,1990
7019,30.0534299776152,17.5070940290179,1990
7020,28.4688373672993,16.4283594268057,1990
7021,29.3152417378883,16.8707257153237,1990
7022,29.8839587298307,17.1960197843687,1990
7024,30.5716981191179,17.6556390478869,1990
7025,29.7180933816092,16.7312744338791,1990
7026,29.5234001922607,16.3538738276164,1990
7028,26.4930662213243,15.5997980209777,1990
7045,30.3591288271118,18.3366914311945,1990
7103,30.7867547258313,18.3650893184397,1990
7111,30.8687804429205,17.7738024325537,1990
7112,30.8089731922678,18.4651390815562,1990
7114,30.6139432365762,16.5812560114367,1990
7117,30.1021417067013,18.7242085614944,1990
7900,28.7332755233368,16.5512410168736,1990
7901,29.2169974596072,16.552826944987,1990
7902,28.3836917541396,16.5162892845315,1990
11001,20.1052078640563,8.97646528260414,1990
11002,18.6097121740642,8.56079573066611,1990
11003,15.53291776975,3.6114366851747,1990
11004,19.5853483847209,5.83289917593911,1990
11005,19.9602653048841,7.2170409681756,1990
11006,18.7720455236213,6.1058435417885,1990
11007,18.6937093757889,5.87696261863107,1990
11009,16.6684959237747,5.45052278832177,1990
11010,19.8129981598297,10.2104012885651,1990
11011,20.4469297075846,10.7073557836464,1990
11012,18.4698714420713,10.6544963853113,1990
11013,20.5068506624256,7.46543817923573,1990
11014,20.7423670852065,8.55360369790002,1990
11016,19.1264287585067,5.79296347999571,1990
11017,18.8023123602265,5.43700153288404,1990
11019,20.2678153313639,7.36261355602528,1990
11020,19.9782932545375,7.70889270537108,1990
11022,18.6846386827069,6.19609849762034,1990
11023,15.9368845332753,4.70871790235586,1990
11027,18.1643994687277,9.22042665070894,1990
11029,18.0800148714156,5.32438556138603,1990
11030,16.7442164087296,4.60623655425385,1990
11031,17.1902055448415,5.60107345270867,1990
11033,17.7418425343048,4.85529183211485,1990
11034,17.9977480353379,5.1115053781649,1990
11036,16.7484206764532,3.55023550472671,1990
11037,17.1816242559283,2.9934289083056,1990
11043,16.2766461971417,4.48424155807974,1990
11045,20.3011281364842,6.39918506396444,1990
11046,18.943960769267,4.46697063506404,1990
11048,15.2393338981184,2.11507203829592,1990
11049,16.4260992681173,5.21162897001317,1990
11053,18.1981249407113,4.62102689261896,1990
11054,15.8000243586735,2.96673759769221,1990
11055,19.4393047640839,5.68732792804473,1990
11057,18.3721672647481,4.96687770469925,1990
11058,17.0538560525262,4.35025602959572,1990
11068,16.8314216376492,5.38928850073563,1990
11069,17.0214464245019,5.10910080649235,1990
11074,19.1966062884464,6.35790791578382,1990
11075,18.4193121955924,5.31216343152987,1990
11078,17.5475791101059,4.55871300009469,1990
11081,19.8647438662229,6.78379790445598,1990
11082,18.6241024204942,6.83412236407992,1990
11085,20.2299111529094,6.46901150659024,1990
11110,20.5759234692677,6.92916049497673,1990
11116,16.2062655675979,2.84204982499747,1990
11117,14.0589035844204,2.18512470006678,1990
11118,15.5558258479517,2.86907752705889,1990
11139,10.5338046243821,2.56106414969893,1990
11150,18.9023903969007,8.40828371659303,1990
11167,18.352512645475,5.65587183733011,1990
11185,18.5146462085375,5.89421698751159,1990
11198,15.5741879553071,8.8892041725638,1990
11200,14.8505942361397,8.18895648376286,1990
11201,19.3811512791462,10.1288043265562,1990
11202,18.9556223444578,7.90064353902801,1990
11204,21.0518775939941,6.73173015853505,1990
11206,17.9914510070379,6.62397334983001,1990
11207,20.0458679470406,6.45770270847031,1990
11208,17.1968814194804,6.26428758435779,1990
11212,19.2767835444417,10.8922444581985,1990
11213,19.0247117121508,10.0490777031252,1990
11214,17.1489858436038,9.48241877077644,1990
11216,16.9603695902791,3.78674837780166,1990
11220,19.7641027253815,7.88393209725191,1990
11221,18.5897826858714,5.66712808126136,1990
11222,17.7455266965639,5.48242947209729,1990
11223,17.3416653438587,6.73845824821671,1990
11228,15.8953808058245,8.19332305784148,1990
11229,14.8690021430538,2.95840224761748,1990
11230,12.83913874343,3.07033432492734,1990
11232,19.5061798880522,7.37683793731461,1990
11233,20.2019286057888,7.16259169089489,1990
11234,18.8369675014743,5.07510834665441,1990
11235,18.5318108571258,5.14596498957815,1990
11236,16.46438948985,3.6242793538201,1990
11237,18.5479114328451,3.61716061922263,1990
11244,19.3748068014781,5.61822918554147,1990
11248,17.7856036129564,2.92844095295018,1990
11254,18.7881433615275,5.07611332609039,1990
11255,20.1104366099777,6.23359652763404,1990
11256,19.2541307760469,5.74960260301053,1990
11265,20.0463309708764,6.39794038908154,1990
11267,18.534673594533,5.33711360038166,1990
11270,18.9201236999229,5.9610874127346,1990
11271,19.4346897079284,8.15094963096711,1990
11282,17.7032635682144,6.0915359051211,1990
11299,14.6500262202639,8.20334346487065,1990
11300,14.677336066478,8.08235686147535,1990
11309,12.8543883810016,2.99163424117528,1990
11313,18.8952720433297,9.93477923013049,1990
11328,14.86735849955,8.13842943030668,1990
11339,10.5288607209537,2.39198279324689,1990
11402,20.0342751026154,7.90196012616158,1990
11407,18.3807006479774,3.40930974838628,1990
11408,19.0841971024644,6.48216981966483,1990
11409,16.4445473444368,3.06002321254764,1990
11410,15.1983099694435,5.15324433583121,1990
11412,17.9383525919558,8.85340590500713,1990
11413,19.318665601662,8.70724595348369,1990
11414,19.7788380527996,9.02928232148056,1990
11419,17.60261624593,5.43284396311411,1990
11420,20.3868985260589,8.31369129736212,1990
11422,17.074502082339,5.33410960704642,1990
11423,14.3987543465863,4.85139155099096,1990
11426,18.9726021898924,10.6886449521475,1990
11514,19.8779565480944,9.08729311477306,1990
11609,18.0331929728315,5.88595352619152,1990
11612,17.8767630581695,8.53850966720765,1990
11613,20.083576855697,8.92949861804331,1990
11614,19.6881397040849,8.90837259636712,1990
11621,21.5102104899859,8.33110450554376,1990
11622,17.6165190643194,6.09607106403505,1990
11709,16.9876574217671,4.20860757279878,1990
11721,18.3037575618446,5.78530828478354,1990
11900,19.0350339624894,6.75195211109691,1990
14002,22.7051049498625,3.97819612185785,1990
14007,30.9311848575122,15.9844999052074,1990
14009,21.2309537564636,4.9975185255525,1990
14011,24.8403017571502,10.3378338365083,1990
14012,30.782397372829,13.745554976576,1990
14013,23.0425801505505,9.17493458465791,1990
14016,30.0382349650065,13.0517912179996,1990
14019,20.8107703138027,10.6491774369201,1990
14025,25.8723736006468,11.7333500021804,1990
14026,32.3348962848003,14.9189567565918,1990
14033,31.9972753259871,16.071875417674,1990
14034,29.2338693192426,12.615819087309,1990
14041,31.8336696120181,13.9025499847854,1990
14043,38.9518891095557,22.0122715862908,1990
14044,38.9862130202499,22.5729087287304,1990
14047,29.6127050385367,12.3446218649146,1990
14048,38.1890877578665,21.0515171305925,1990
14049,39.3176113895296,22.5344489746463,1990
14050,25.0883984152292,15.9100058092547,1990
14052,26.21091078214,12.1108737191605,1990
14055,27.9317451255983,11.5239578205942,1990
14057,23.8293334215602,8.45265414214391,1990
14063,35.7772502292922,18.922516251543,1990
14064,35.5729241824017,19.1416751685755,1990
14070,38.8838405335349,21.9623788441197,1990
14073,23.2916769106989,5.63453609727706,1990
14089,39.2797513424771,21.8320866973655,1990
14091,25.4459025704649,15.5428797704934,1990
14093,39.1376906818814,21.5033363183339,1990
14095,21.3506033867598,7.61030253581703,1990
14098,29.6582909013844,13.2352321872677,1990
14103,27.1747978302647,13.9356186800493,1990
14105,26.2910604789609,14.6925181560829,1990
14106,28.806100449381,12.7593607697306,1990
14109,31.6821183724837,18.1039088595997,1990
14112,28.7501231966995,13.4853380583716,1990
14113,23.2026166725702,6.61119893126381,1990
14119,27.4801581540019,13.8031473971082,1990
14121,25.9746452105751,8.55132258049796,1990
14129,26.2848912611145,13.1348739533004,1990
14130,24.2269684363103,7.7125876750731,1990
14132,22.0293990709505,7.82287865975944,1990
14133,27.9950682692782,14.296279661209,1990
14134,28.5913465145937,10.3240282019389,1990
14137,29.651770355632,10.4953065682383,1990
14140,29.5609457872916,10.0959534368653,1990
14141,28.0204201024299,10.6047509541609,1990
14142,24.701464364695,10.3903210301732,1990
14149,31.7353277002426,14.8319293853433,1990
14151,23.7196760610066,5.72093736015811,1990
14152,30.9738465773754,13.4555399356744,1990
14159,30.7214279268532,14.1696938531112,1990
14160,24.9832612415932,9.17649525770262,1990
14161,26.0727023312878,11.1566506165725,1990
14163,31.0000854492188,15.8916713337839,1990
14165,21.8822560707728,5.68577908012602,1990
14167,24.7127928409005,8.55582461759895,1990
14171,32.1259874970305,15.2449416833765,1990
14172,24.3176048796224,11.9115810441414,1990
14174,24.3443663794971,8.40846665725737,1990
14175,21.7154050111771,6.05067159056664,1990
14176,23.1273080354578,5.73356525308946,1990
14181,22.1974137169974,5.69773941828792,1990
14185,23.803817971073,8.75384314380475,1990
14186,25.7002474832161,9.94593804810128,1990
14188,22.5572100823079,8.75566132280076,1990
14189,24.5045023737727,11.4963134989008,1990
14191,31.537660633615,14.5881477261337,1990
14195,26.1553175809248,9.5760600566864,1990
14199,23.016661349638,6.14840212456974,1990
14201,21.485677831014,6.23204445012411,1990
14202,27.2531507149502,10.8921136500744,1990
14203,27.9278755971199,12.8921098962498,1990
14204,31.8703425108497,14.6052666588209,1990
14210,23.3695091167337,9.72006415024604,1990
14220,25.5444687306881,14.7168491333723,1990
14226,27.7830344845105,11.449844626333,1990
14308,18.9912360358264,4.78250025035304,1990
14313,23.8489414312795,7.22665645370144,1990
14319,20.3118307003829,8.58881115813484,1990
14320,30.7763193869027,13.3603318801731,1990
14341,28.1825118423197,10.8082944912718,1990
14352,30.918522421519,13.0619594229592,1990
14408,21.7691922549222,5.00274556248579,1990
14409,24.3740726052736,6.95397948024254,1990
14429,26.0187682017627,6.92069995244646,1990
14435,21.0918784061145,7.4061790484044,1990
14436,20.6422289389151,5.05622925329461,1990
14536,20.6052457932331,5.07516690662929,1990
14902,19.8136871065412,7.9127511705671,1990
14903,22.8806247655735,6.6081207727277,1990
14905,20.978045202402,7.76551582336426,1990
14908,19.4701830626286,8.96505774910142,1990
14909,27.1379313203247,11.10599176625,1990
17004,24.340156103025,8.11160677460299,1990
17005,26.467363901114,9.76058806596518,1990
17006,27.1290414467836,10.781046295166,1990
17007,27.0371154812275,10.8328542844944,1990
17008,24.9391389162112,8.82198834174719,1990
17010,20.6208246990024,2.38300071291245,1990
17013,27.017731180191,10.3125735044479,1990
17014,27.3368782515478,11.1685302931853,1990
17015,25.9439959709461,8.08286246313499,1990
17016,20.9902959936713,3.9311943937826,1990
17018,23.629604465747,5.2627335011013,1990
17019,26.0875979358075,8.79917993031296,1990
17020,27.6588727426529,10.4717871999741,1990
17022,26.0651047225087,6.96727300332415,1990
17026,28.3528210263962,10.3788427596926,1990
17027,30.1517689432084,12.2784836636196,1990
17028,29.9746072618224,12.8554541041239,1990
17032,23.8535925702351,5.92928008567996,1990
17033,20.0535121899472,2.07501328561865,1990
17035,27.3820681333542,10.2728364467621,1990
17036,27.3226100743986,10.7744417377547,1990
17037,27.3638072564502,11.2732173675987,1990
17038,30.7440284947258,12.2033492985056,1990
17042,27.2101212636413,10.0152058684205,1990
17043,26.4871076690816,10.1113682194291,1990
17044,27.70888659276,11.3075819715447,1990
17045,21.9965289934032,6.30345096079831,1990
17046,20.1487635488299,2.04472449146376,1990
17047,21.0660632840163,1.91200889265544,1990
17049,26.5626321347232,9.24239806596398,1990
17050,29.1356036012823,10.7009706128727,1990
17051,28.2534496802047,11.4372107346456,1990
17052,17.4214781029172,0.455481788717418,1990
17053,14.9315639677502,0.460294700793124,1990
17055,24.2912516079697,5.21831077103521,1990
17056,27.5552413492739,9.61794045268761,1990
17057,27.6899282200502,10.5043959948096,1990
17058,29.2001441776051,12.0193485080495,1990
17125,23.7972846223736,5.32481331100373,1990
17154,16.7172319508613,1.50607412542771,1990
17202,18.9131418387553,2.49628717102304,1990
17205,25.3173681555657,8.75657964914415,1990
17207,27.278532853833,11.4799677266015,1990
17210,18.1009643140776,1.15582043176488,1990
17212,27.327630125958,10.2415562735664,1990
17213,24.8266535363546,8.59152853663375,1990
17214,26.9813126912931,10.6133508263565,1990
17222,17.4166576781969,0.953039548928807,1990
17225,24.2690644965452,5.58110023947323,1990
17228,29.6925504370911,12.5184362751164,1990
17305,25.7208125501309,8.95546003557601,1990
17307,27.8153861143709,11.5356759046313,1990
17308,24.5484854845933,8.69962392054813,1990
17314,27.9949339575423,11.788325774364,1990
17315,26.6116539814282,8.43084779143622,1990
17319,25.7989037069857,9.03415052132672,1990
17320,27.1503617516879,9.82371854891722,1990
17321,28.7756185623759,12.0195456656857,1990
17326,25.9731011058009,8.65515390385029,1990
17358,25.3159283974871,7.8078184459933,1990
17361,16.7043155607055,2.15811393262051,1990
17362,22.5527213464969,6.00899756270111,1990
17375,22.7073555338568,6.1663086871409,1990
17422,26.420038469059,7.25132422348888,1990
17423,26.3920122863774,6.98651598857439,1990
17900,27.4864494558998,10.1728987840829,1990
17901,25.064600944519,8.57362981444424,1990
17904,16.5009950055914,1.32509385902371,1990
18001,22.9041391056489,12.5188603656177,1990
18002,23.7345176420901,11.7375490825967,1990
18003,23.6268463400413,11.7690473333375,1990
18004,23.2870642050719,12.2171983107542,1990
18005,22.9790521101518,11.358876071193,1990
18007,23.5516540912983,11.6878826605166,1990
18009,23.3495401543307,11.7353508432227,1990
18010,24.3071314000535,13.6183238714591,1990
18012,22.5668917038861,11.2302692946266,1990
18013,23.9776426404348,12.8951476211923,1990
18014,23.8447169201267,12.3305151222292,1990
18015,24.3254905596818,12.4867073332909,1990
18016,23.9687757094701,11.7875275487701,1990
18102,23.4705584957171,11.5259630459256,1990
18116,23.967780176153,11.7875184383489,1990
21001,27.0152302080271,15.6423918130446,1990
21003,26.9663261543252,15.932622655593,1990
21004,27.0920215246096,15.7885585353149,1990
21006,26.9934936626791,15.9694157868183,1990
21008,26.707607456384,16.0018463342651,1990
21010,26.9478744164632,15.9276667457753,1990
21105,26.9810312253068,15.7489563884795,1990
21107,27.1014314309145,15.9368803708981,1990
25001,31.4065304789824,19.8123537624584,1990
25002,32.4007871161567,21.0613707309299,1990
25003,32.1469702545562,20.1615295492547,1990
25004,31.8492712902766,19.9607730660387,1990
25005,31.6976554978569,20.0526687694046,1990
25006,32.7250637366221,19.4459023383948,1990
25007,31.9020642278247,19.9277563584754,1990
25008,31.9885269635097,19.7518613462764,1990
25009,31.1093868756816,21.3302127671068,1990
25010,32.9641343979608,19.4110514818332,1990
25011,32.374633808625,19.5262125748854,1990
25012,33.2293967688644,19.2259154138416,1990
25014,32.8583000873468,19.8129393407198,1990
25015,31.4776469081281,20.8595301478742,1990
25016,32.6436399140509,21.850204718059,1990
25017,33.0326117416349,21.212668838015,1990
25018,31.9625216859477,21.2497432540856,1990
25019,32.9658416861918,19.9083753044926,1990
25024,33.0851810446512,20.9358518349381,1990
25025,31.9374881064057,21.7775232108535,1990
25027,33.0733075465971,21.0640133098491,1990
25029,33.3626820687472,20.9529904178455,1990
25030,32.388969973514,21.3415511072728,1990
25032,33.2430857144869,21.3459987961329,1990
25035,32.4431900008077,21.5994672714005,1990
25040,32.0765377267615,22.1204775071247,1990
25055,31.877624461405,19.2827772373776,1990
25059,32.9783628176799,19.2833971597452,1990
25060,32.97038374276,20.1221586095876,1990
25062,32.0779813861255,20.2155652135055,1990
25064,32.0436552845658,21.1690834053944,1990
25070,32.799703409974,21.5486571486567,1990
25071,33.1412189285477,21.299371285872,1990
25075,31.7317439336625,21.6377567412361,1990
25076,32.2031028225547,21.5959018506502,1990
25081,33.0447370839673,20.8685504800421,1990
25086,33.2567642689818,21.1673329543214,1990
25105,31.6703106577803,20.0749890304193,1990
25108,32.0133518074132,19.7388181324247,1990
25113,32.7028870989186,19.8904962317888,1990
25116,32.5966833605374,21.915470158706,1990
25132,33.2210884572271,21.6830229938478,1990
25901,31.9881743833754,20.2453989961412,1990
25904,32.4453921306991,19.264878319477,1990
25908,32.9060136862943,20.6220255854832,1990
25909,32.9156572977702,19.9003315501743,1990
25910,33.2916851268861,21.3468869045156,1990
25911,31.940926226653,21.6840801108074,1990
25918,32.2523669157248,21.5132008412151,1990
25920,32.3244140828451,20.9206714579264,1990
25922,33.0083077150249,21.0717825963277,1990
27001,32.3585110213831,20.7300414307226,1990
27002,33.0617062198415,19.4028753078685,1990
27003,31.8343447726309,21.0805923927344,1990
27005,33.2419891725104,19.2657671365393,1990
27006,32.6947827639881,19.2040972237114,1990
