"stateroute","year","tmax","tmin"
60263,1990,27.7981333414714,7.07413332462311
61146,1990,22.2986665725708,9.58133335113525
61146,1990,22.2917459578741,9.80047617261372
61182,1990,20.7483950956368,7.98283948133021
63329,1990,26.4250000317891,20.8733336130778
63329,1990,27.1256863463159,19.7405882629694
63329,1990,27.7548483068293,18.8890910582109
63913,1990,30.0508333312141,17.9236110448837
63914,1990,30.565000295639,17.7918056382073
63915,1990,30.4060605078033,18.7654545957392
66161,1990,25.1398764480779,14.0032099029164
66952,1990,25.4866666291889,13.6380701065063
67003,1990,30.2273332214355,18.5489333216349
52112,1990,27.3520832061768,15.4395832618078
17422,1990,25.9817333984375,7.13293333450953
25908,1990,32.8592591462312,20.3912962807549
25909,1990,32.8116667198412,19.7159091487075
42119,1990,31.6810665893555,20.5802665964762
42124,1990,31.5160318404909,19.9419046432253
44146,1990,19.8982143629165,7.5592857272852
44159,1990,19.775913905072,7.57935484250387
53131,1990,23.7065685403113,8.03352944289937
83902,1990,33.3878261179164,22.7550725245821
92204,1990,26.0608000691732,8.80120002110799
7045,1990,30.3710666147868,18.5311998875936
17423,1990,26.0723810650053,6.92642853089741
17423,1990,26.5531372369504,7.2819607888951
17904,1990,16.383725306567,1.39490197715806
27329,1990,30.5707999420166,16.0918666330973
39112,1990,29.0392592159318,16.6179013075652
39118,1990,27.1139681982616,14.1725397109985
39119,1990,26.9244443840451,14.7912500699361
39120,1990,26.8210605852532,15.0451516238126
39124,1990,27.7744927337204,14.8998550470325
39132,1990,28.1610143357429,15.8691305077594
39133,1990,28.321866607666,16.118133354187
39134,1990,28.2469230798575,16.1193589675121
39146,1990,26.8057692356599,13.5305127853002
7112,1990,30.7530435479206,17.9736231513645
21107,1990,27.347466583252,15.4223999786377
34900,1990,25.8577777721264,14.9796296932079
35108,1990,24.0076923370361,13.4542307731433
35201,1990,24.3529487512051,13.3378205421643
35903,1990,24.818888840852,13.463333412453
35903,1990,24.8411112891303,13.4422223303053
35903,1990,24.8193333943685,13.4480001449585
42207,1990,30.7493054866791,23.0154165956709
42313,1990,31.580933303833,21.3621332804362
49143,1990,22.6844444628115,8.89388889736599
49143,1990,22.7689744509183,8.99717944707626
51111,1990,29.3907999165853,17.4060000228882
67906,1990,29.2629168828328,16.7197916706403
69120,1990,19.5058667500814,3.24440000837048
69159,1990,21.4867858659653,6.30761905555569
69906,1990,19.3177779515584,7.51740742171252
69906,1990,17.3253334681193,6.2306666692098
72137,1990,21.6813888549805,9.86458333333333
72140,1990,21.9114814569921,10.3364197354258
72177,1990,25.7930555343628,13.863333357705
72907,1990,21.9959091706709,10.9231818733793
72909,1990,22.0387301974826,9.66285716162788
72911,1990,22.7447999827067,11.0625333340963
80117,1990,30.5898667399089,16.5004000345866
80901,1990,29.8473335266113,21.8659999847412
80901,1990,29.7214288257417,21.9009523845854
80901,1990,29.610416730245,21.9604167143504
80901,1990,29.486666838328,21.983333269755
80901,1990,29.5250000953674,21.9849999745687
80901,1990,29.4773334503174,21.9839998881022
80901,1990,29.395333480835,22.0293332417806
80901,1990,29.532000096639,21.9900000254313
80901,1990,29.4966666963365,21.9983334011502
80901,1990,29.532000096639,21.9900000254313
80901,1990,29.9105557335748,21.8511110941569
82114,1990,28.1047436396281,16.0044872210576
83135,1990,33.0550792330787,21.2296825893342
83418,1990,33.3524999353621,20.9518056445652
83439,1990,32.7871211658825,19.4471212300387
85263,1990,26.0587356172759,10.09091956314
85909,1990,19.5150000466241,4.11222224069966
89182,1990,26.0107999928792,10.871599966685
89182,1990,25.6776667912801,10.5193333148956
90040,1990,24.6962501207987,12.2737500005298
90904,1990,20.953703739025,8.61666675850197
90904,1990,21.1761111153497,8.55055560006036
90904,1990,21.1891227521394,8.69263158764756
90905,1990,21.1717458906628,8.91380950382778
91146,1990,22.9989333852132,11.7957333691915
92020,1990,24.217261995588,7.83095241018704
92031,1990,15.9519752926297,0.923827157344347
92148,1990,23.8882795764554,8.79903226257652
72910,1990,22.3216666910383,10.9051388833258
85257,1990,19.2760493196087,3.00703701864422
6126,1990,36.4971604759311,20.791975280385
2162,1990,28.9390278657277,15.949583278762
14142,1990,25.2966665994553,8.60809523340255
14220,1990,26.3184126596602,14.7390476105705
14226,1990,26.9370000521342,10.2840000073115
14320,1990,30.9136508457244,13.6158729886252
14320,1990,30.8637499014537,13.7974999348323
14320,1990,30.8275000254313,13.7774998346965
14320,1990,30.8679165840149,13.6070832808812
14909,1990,26.9014287070623,12.9865079455905
35903,1990,24.9194872440436,13.4643589655558
35903,1990,24.924444410536,13.4905556042989
61154,1990,22.8186420393579,12.1566666438256
69209,1990,20.6154666900635,8.37079997380575
69309,1990,20.6154666900635,8.37079997380575
92900,1990,15.5972413742679,-0.0352873715261618
2753,1990,31.6670666249593,17.9993333943685
2751,1990,30.3939396251332,16.6736363353151
2750,1990,29.5968055460188,17.0641665723589
2109,1990,28.2637932218354,15.9063218105798
2042,1990,31.0851279283181,20.2046152995183
2005,1990,29.5981481811147,16.4249382372256
2002,1990,29.1884126511831,17.0653967024788
17375,1990,22.3728205607488,6.069999948335
17362,1990,22.90194439888,6.19986111256811
17361,1990,16.8071666876475,1.92650000751019
17358,1990,25.1185185467755,7.0951851716748
7114,1990,30.3651514631329,17.7153030453306
25008,1990,32.5228987154753,19.0686957041423
18016,1990,24.1580000305176,11.8981333033244
18002,1990,24.0401234567901,11.7044444555118
17026,1990,28.3194872782781,10.4049999897297
17022,1990,24.9029629318802,6.80296302724768
17022,1990,26.6119048708961,7.33873015358335
14905,1990,24.8966665845929,7.80469698075092
14536,1990,20.6950667063395,4.39066670383016
14152,1990,30.5544444190131,13.425873014662
14121,1990,26.7805000305176,8.92400001684825
14113,1990,23.4928571458847,7.88031743632423
14091,1990,25.9036507682195,15.4974603047447
14019,1990,23.2485185670264,10.65666667326
14002,1990,22.1371211716623,7.47060606244839
6030,1990,37.48079981486,20.3042667388916
6023,1990,24.4218332608541,5.3765000352636
6022,1990,31.5380302198005,14.5627272707043
6021,1990,36.7595998891195,21.0742666625977
6019,1990,37.7226387924618,20.2243055105209
6016,1990,27.8812820728009,9.75089743504157
6005,1990,27.6903446679828,11.2587356293338
6001,1990,29.0476001739502,11.8197333272298
14429,1990,24.9154901317522,7.66921567507819
42057,1990,31.7387498219808,20.5202777120802
42056,1990,31.2846154188498,21.1657692102286
42052,1990,31.1838331858317,21.8301666577657
39127,1990,27.9146377729333,15.1679709752401
38313,1990,29.1254666900635,15.7141334152222
38301,1990,28.023010705107,16.8548387609502
36118,1990,24.6423077461047,13.6047435601552
35304,1990,24.5109523364476,12.6823809828077
35101,1990,24.3645679332592,13.3493827419516
42040,1990,31.0123809027293,19.0014286344013
42028,1990,31.2750665537516,19.8446665700277
42022,1990,31.8004346930462,20.1534783736519
42014,1990,31.9941272130088,20.7174603295705
42013,1990,32.1956665674845,21.3133334795634
42007,1990,30.3129164907667,23.4661111566755
42006,1990,30.7487879666415,22.4139393315171
42006,1990,30.5973807743617,22.6676190240043
42005,1990,30.7878666432699,22.0502665201823
42004,1990,31.5486362341679,21.8612120946248
39045,1990,26.6330768634111,13.0151282579471
39017,1990,27.303456718539,14.4855554604236
39014,1990,27.1293333180745,14.6126666005452
38005,1990,28.1281482084298,16.5539506629661
36031,1990,24.1074999854678,12.5048809675943
36023,1990,24.7062963791835,13.5269135663539
35015,1990,24.4701282305595,13.195897493607
27058,1990,33.1674999131097,18.9476388692856
27012,1990,32.9627380144028,19.2451190040225
27011,1990,32.5250000586877,20.3116667087262
27002,1990,33.7239998118083,19.1115999221802
25105,1990,32.3008693197499,19.1997100995935
25075,1990,30.95724642104,22.2105796095254
25035,1990,33.3342309609438,20.943846091246
25032,1990,33.2786665598551,21.4516666730245
25029,1990,33.3839681110685,21.0655555422344
25016,1990,32.9216665956709,21.5744444529216
59132,1990,26.0145556343926,14.5627776993646
54901,1990,25.4006060397986,10.2796969558253
54901,1990,25.2633332852964,10.2785185178121
54901,1990,25.3263332366943,10.9253332614899
54901,1990,25.3575002352397,11.0962499777476
54901,1990,25.5896667480469,10.8953333854675
54900,1990,25.4176668167114,9.76833333969116
54900,1990,25.6823333104451,9.69699997107188
54900,1990,25.4225925162986,9.73518518165306
53176,1990,16.3956667979558,1.76999998986721
49172,1990,24.0276190893991,11.4166666780199
49172,1990,23.8329332733154,11.9833333206177
46145,1990,28.0461665471395,15.7754999796549
42301,1990,30.9823457929823,19.3503703717832
42061,1990,31.4076810366866,18.972318801327
60030,1990,32.7169230045416,15.1878206424224
60015,1990,31.4011109934913,12.3854166600439
60014,1990,30.1578206771459,11.4988461274367
60007,1990,27.5680000050863,10.4857332928975
59131,1990,25.519629702156,15.3382715766813
59033,1990,26.8579166730245,14.2079166571299
59033,1990,26.6233332537223,13.8988405172376
59031,1990,25.4885898247743,15.3760256155943
59015,1990,26.0066666725354,13.9692306518555
59012,1990,26.1571430024647,13.9353968453786
59012,1990,25.9630000432332,13.9036667188009
59008,1990,26.6947617909265,14.4555554919773
59007,1990,26.5713095210847,14.7240476040613
59004,1990,26.4252563867813,16.1173076385107
55014,1990,26.5031033658433,7.13333332983927
55008,1990,26.6305747635063,7.37402300476685
55003,1990,21.9037634121474,5.14935484496496
54019,1990,26.2560714767093,11.1626190571558
53037,1990,22.6779310292211,5.64218391221145
52117,1990,28.0766666874741,15.4228788000165
52037,1990,26.2698665364583,14.9424000930786
52031,1990,26.1269444889492,14.9355556037691
52022,1990,26.7194046974182,15.6496428421565
51129,1990,31.0623187742371,20.28231877866
51013,1990,30.3591666221619,17.6283333831363
51013,1990,30.3066664801704,17.7133331828647
51013,1990,30.2494118634392,17.6186274734198
49067,1990,24.4371427808489,11.9244047743934
49066,1990,24.6465555614895,11.9813333511353
49062,1990,22.1524444792006,8.73888890743256
49031,1990,22.9883332782322,9.72611111005147
47013,1990,24.0751282129532,11.1317948500315
47002,1990,20.3289334615072,13.1074667040507
46050,1990,27.3543479200723,16.1176809919053
46049,1990,26.2412120645696,15.9607576312441
46026,1990,27.3074243140943,15.6154545003718
46002,1990,22.3243477862814,10.9308695724045
44047,1990,20.2675000258854,7.16785708282675
44020,1990,22.688924830447,9.33516130652479
42901,1990,31.9641665140788,20.8363333066305
42121,1990,31.6434846646858,20.2910606499874
42114,1990,31.9950002901482,20.7160606095285
42108,1990,31.5391304458397,20.3356520611307
77202,1990,23.0789333089193,11.7430666605632
69336,1990,21.0112500985463,8.79472223917643
63314,1990,30.4173077314328,17.7023076277513
60164,1990,29.8101450049359,11.8737681153892
60153,1990,24.1027380625407,4.34476192929738
61104,1990,20.6980952762422,8.09595236891792
77002,1990,22.4476667298211,13.6524444156223
72175,1990,25.660579626111,14.1872463779173
72098,1990,25.7136905533927,13.8923809528351
72096,1990,25.7491110483805,13.9273333443536
72096,1990,26.1456249952316,13.5543749133746
72095,1990,25.6998717723749,13.8993590306013
72094,1990,25.1641975449927,13.1546913782756
72092,1990,25.4691303640172,12.379565252774
72082,1990,26.0859722826216,13.9316666788525
72075,1990,25.6555999247233,14.1979999923706
72074,1990,26.1569696773182,14.2724241921396
72073,1990,24.907599995931,12.5178666305542
72065,1990,25.0765431722005,13.2719752876847
72051,1990,24.5190908258612,12.5660605864091
72051,1990,24.4323530010149,12.481764718598
72027,1990,23.5724691226159,10.4901234603223
72007,1990,22.331222237481,9.39399996333652
69047,1990,20.6241025680151,5.0985897667706
69039,1990,19.8680000432332,4.03680002123117
69036,1990,21.8304938681332,5.55444443520205
69032,1990,24.4396153718997,7.01346154243518
69017,1990,19.7268055809869,9.5420833296246
69012,1990,20.4654838705576,5.27741934535324
69005,1990,26.9603704052207,12.0581481368453
67029,1990,31.4030865092336,17.1125925911797
67025,1990,29.9493827113399,18.0950616671715
67006,1990,31.2298549983812,18.8510144828022
66066,1990,24.8956410579192,13.7657692493537
66065,1990,24.397971028867,13.8514492477196
66059,1990,26.3237179242648,14.5997436107733
66057,1990,24.3142664337158,11.6400000127157
66048,1990,24.4785333760579,13.0245333099365
66041,1990,24.8288505598046,13.4357471027594
66016,1990,23.6533333813703,12.8859257874665
66016,1990,23.5577778286404,12.782222059038
66016,1990,23.3988889411644,12.602222221869
66013,1990,23.4568000539144,13.3933334223429
66012,1990,23.2187998962402,13.5283999252319
64029,1990,24.1963768834653,9.66840577471083
64029,1990,24.1109091440837,9.62272723515829
64003,1990,24.2920833031336,9.8575000166893
64003,1990,24.2339999643962,9.95359999974569
63211,1990,30.6662665557861,17.8677333323161
63021,1990,26.3386112319099,13.7833332485623
63008,1990,30.3776543699665,18.9093826082018
63007,1990,28.755138821072,20.0212500227822
63006,1990,31.4705127324813,17.5333333015442
63001,1990,29.9036000315348,18.2204001108805
60121,1990,31.0672001139323,13.6969333076477
63313,1990,30.2248808542887,17.7914286000388
72187,1990,25.0025287715868,12.4268965556704
92208,1990,19.5840860284785,2.33526882689486
90132,1990,22.913939447114,9.99106059652386
89262,1990,23.2674075350349,8.43543213090779
80220,1990,28.0412121108084,14.9293939417059
80059,1990,32.4767949275481,19.2158974378537
80058,1990,32.5864286195664,19.1223809605553
80056,1990,32.1983333734366,18.1937179443164
80055,1990,32.6099998474121,18.5773332468669
80052,1990,31.3184849421183,17.0524243008007
80051,1990,31.0494667307536,16.8821333694458
80050,1990,29.6392425190319,16.7880302920486
92092,1990,22.3452221976386,4.09188891618202
92029,1990,15.9427586259513,-0.0725287534296513
91067,1990,23.3926438079483,11.2850574844185
91018,1990,22.1048276177768,9.8029885401671
90047,1990,23.6853086212535,11.4734568066067
89045,1990,26.0859770281561,11.0289655005795
89013,1990,22.6675861512107,10.4988505593662
89011,1990,20.7913793256913,10.0172413573868
87021,1990,21.930740756753,9.70419756571452
87020,1990,20.3854761804853,9.36797615459987
85106,1990,19.7498610814412,3.27027775926722
83079,1990,32.7134722868601,19.3366666767332
83073,1990,30.9757142142644,19.48047621288
83047,1990,31.9090664927165,19.8526666768392
83038,1990,33.041200205485,20.291333287557
83014,1990,33.3088890862843,22.3298412201897
83010,1990,36.5299999978807,23.6162499586741
81021,1990,24.6434568004844,10.7976543520704
80022,1990,31.1066666478696,18.4549274997435
80020,1990,29.4598765196624,16.8046913853398
80019,1990,30.1352563515688,15.7398717953609
80016,1990,30.4318665568034,17.2829333114624
80014,1990,31.6144047010513,18.465476172311
34310,1990,25.7457472264082,14.4189655260108
34308,1990,25.7824137019015,14.2263218232955
34306,1990,24.6554320535542,13.250617256871
34305,1990,24.311111079322,13.0665277441343
34304,1990,25.2582143147786,14.5815476235889
34302,1990,23.6705335235596,12.4622666994731
34301,1990,23.5941026394184,12.3506410121918
2072,1990,28.8665216971135,16.5808695917544
2001,1990,29.4700000508626,16.6375999704997
2073,1990,28.0529166857402,15.727083325386
2009,1990,28.3152381806147,16.0245237804595
2201,1990,29.3830769612239,16.6912821500729
2046,1990,29.9759421141251,17.1137681214706
2004,1990,29.0972223016951,16.1484721236759
2008,1990,29.8592593581588,16.4550616417402
2105,1990,29.4984000905355,16.6406666946411
2207,1990,29.5066666678777,16.663333423554
2016,1990,29.679848353068,16.2983333269755
2062,1990,29.0376812202343,15.7446376413539
2015,1990,30.1107577988596,16.6125757910989
2111,1990,29.3269565139992,16.3873913253563
2017,1990,30.6079709702644,17.05202900154
2019,1990,30.0201189404442,17.2109524522509
2056,1990,31.1466665406158,16.6257971888003
2010,1990,30.0630434837894,16.3086956411168
2047,1990,30.4616665575239,17.7415279017554
2043,1990,30.8010144993879,17.6579710504283
2028,1990,31.0599998728434,16.9200000508626
2049,1990,30.8308000183105,18.4729333368937
2023,1990,30.8342308386778,18.1466666368338
2048,1990,30.8357142720904,18.4665476026989
2025,1990,30.8484523636954,17.8726190953028
2051,1990,30.8257971224578,17.1302898793981
2027,1990,31.1970834467146,17.9358333084318
2022,1990,31.0758973146096,18.6284615565569
2053,1990,31.1728985551475,18.5636232348456
2053,1990,31.1825003623962,18.7599999904633
2055,1990,31.6084848172737,18.9309091279001
2039,1990,31.4931820667151,18.4160606066386
2034,1990,31.6654665883382,18.5381334050496
2030,1990,32.1418057017856,18.3002778026793
2038,1990,31.2922666676839,18.7186666107178
2052,1990,31.4355998484294,18.6907999547323
2031,1990,32.6559722423553,19.1569443543752
2054,1990,31.7547619683402,18.7223809106009
2035,1990,31.9347222910987,18.7356944084167
2069,1990,31.2259258694119,19.5501234501968
2142,1990,31.1852560776931,20.0639742826804
2070,1990,30.6483332894065,20.5240906802091
2140,1990,30.1731943819258,21.3327777915531
6103,1990,29.8337036415383,12.1995060885394
6055,1990,29.5742665354411,12.0298666477203
6003,1990,29.9008334477743,12.5947222047382
6106,1990,36.647692435827,22.2448717264029
6011,1990,25.1434523264567,7.80178568192891
6010,1990,29.9295402176079,11.6387356451188
6061,1990,28.8171604533254,10.2191358436773
6009,1990,23.7798245413262,5.64684204600359
6107,1990,30.4723076453576,13.0649999288412
6060,1990,29.2326189903986,11.2265476499285
6108,1990,29.2361728997878,9.08098763595393
6056,1990,36.0664198840106,20.8534568033101
6012,1990,37.8460868890735,22.5850724344668
6115,1990,23.7550000410814,6.5550000023049
6013,1990,34.3067947534414,18.2882051467896
6014,1990,26.799696893403,9.97333330457861
6014,1990,25.6666665395101,9.39933334986369
6116,1990,28.3233333489834,9.84243589792496
6067,1990,25.3311112015336,7.70469133721458
6063,1990,36.6147998555501,19.5774666976929
6073,1990,20.618484916109,3.45712121508338
6020,1990,36.4391665988498,20.7531944910685
6123,1990,24.4218332608541,5.3765000352636
6122,1990,32.4882607390915,15.6681158991827
6122,1990,34.3988891177707,18.2777778307597
6018,1990,37.2619230808356,21.8326924030597
6072,1990,33.9526668230693,18.1091667016347
6127,1990,37.5914101722913,20.5250000220079
6025,1990,37.6371604071723,19.9064197893496
6029,1990,34.4198666127523,15.0338665390015
6080,1990,36.6300000176914,21.8599999192832
6133,1990,26.2114815182156,9.12481487238849
6133,1990,28.8947619029454,10.712142881893
6133,1990,26.8219998677572,9.20800010363261
6900,1990,31.1285715254526,14.338571351672
6033,1990,30.9361538275694,13.2046154156709
6901,1990,28.8206060004957,11.4963636000951
7025,1990,29.574266611735,17.2202666982015
7028,1990,26.7840278148651,16.1627778079775
7026,1990,29.8975000646379,16.1693055364821
7019,1990,30.1058333714803,17.8291666984558
7902,1990,28.3714815069128,16.615740776062
7900,1990,29.0579999287923,16.7873332977295
7900,1990,28.7633333559389,16.7433333220305
7900,1990,28.4768517812093,16.6277777883742
7117,1990,29.9784000396729,18.6421332550049
7016,1990,30.0227777163188,18.6993055078718
7021,1990,29.4376388390859,16.6602778699663
7020,1990,28.5581945313348,16.2145833439297
7022,1990,29.779710078585,17.1462318862694
7024,1990,30.8090277512868,17.8618055449592
7018,1990,30.1581819418705,18.8118181373134
7901,1990,29.4691666497125,17.1722221771876
7008,1990,30.0202897942584,18.6385507860046
7014,1990,30.8013042505237,17.8260869012363
7111,1990,30.895873175727,17.9433333381774
7012,1990,30.743472231759,17.9638888438543
7013,1990,30.1997333780924,17.7704000727336
7103,1990,30.7297220759922,18.4727778964572
7010,1990,30.7598548833875,19.6156521534574
7007,1990,30.7705797941788,18.9498549889827
7006,1990,30.3553332328796,18.6714999039968
7004,1990,30.9153969477093,18.3722222191947
7005,1990,30.7240907495672,18.6324242534059
7001,1990,31.316515084469,18.3081818204938
7002,1990,31.5748485218395,19.2330303047643
14007,1990,31.137599919637,14.6681334050496
14009,1990,21.645641094599,3.46025640746722
14011,1990,25.6298040502212,8.96764706162845
14011,1990,26.228095463344,9.86857139496576
14012,1990,30.5818054411146,13.6829166677263
14016,1990,29.1084722412957,12.9415278037389
14025,1990,26.952307725564,8.90576919531211
14026,1990,32.3637333679199,15.3828000005086
14033,1990,32.6624001057943,17.3915999221802
14034,1990,29.5062068632279,13.2882759214818
14041,1990,32.1726920299041,13.2494872411092
14041,1990,32.5839993794759,13.0359999974569
14043,1990,38.8353568485805,21.8833333424159
14044,1990,38.6497101714646,22.6201450237329
14047,1990,29.8569697466764,11.8565152124925
14048,1990,38.4256410354223,21.1308974975195
14049,1990,38.9728000386556,21.9167999013265
14050,1990,24.8798610104455,15.9284721480476
14052,1990,27.2151390181647,10.0873611304495
14055,1990,28.0918182170752,12.0475757627776
14057,1990,20.0893938469164,9.24121215126731
14057,1990,22.8911109712389,9.08577774895562
14063,1990,35.3102469503144,19.1730863665357
14064,1990,35.2849206167554,19.3846031673371
14070,1990,38.4693054623074,20.712222205268
14073,1990,23.2343210055504,5.42123453116711
14089,1990,38.5484056334565,20.5766667075779
14093,1990,38.3359090631658,22.1684848612005
14095,1990,22.5123528499229,8.04058821996053
14098,1990,29.5186668395996,12.9900000572205
14098,1990,29.2578571864537,13.0804763748532
14098,1990,30.1477781931559,13.5033334626092
14103,1990,26.5883333206177,13.7041667143504
14105,1990,27.2581816875573,14.5125757997686
14106,1990,28.8151389227973,11.0815277099609
14109,1990,31.0071428389776,16.3613094261714
14112,1990,30.6800000840339,12.1020289987758
14119,1990,30.3716663784451,13.8916666110357
14119,1990,27.7682051536364,14.2723075426542
14129,1990,25.4172221289741,11.9033334255219
14129,1990,25.4020511920636,11.7820512820513
14129,1990,26.7029167016347,12.7537499467532
14130,1990,22.4423810413906,8.39476190294538
14130,1990,26.2821568881764,9.22509806997636
14132,1990,21.2199999888738,7.18722223076555
14133,1990,27.475999768575,14.5976667086283
14133,1990,27.1344443427192,13.6755554940965
14133,1990,29.2347057192933,13.4180391442542
