"ID","COUNT","Red","Green","Blue","Opacity","X2006.Color_Red","X2006.Color_Green","X2006.Color_Blue","X2011.Color_Red","X2011.Color_Green","X2011.Color_Blue","Change.Color_Red","Change.Color_Green","Change.Color_Blue","X2006.Code","X2011.Code","X2006.2011.Code","X2006.Class","X2011.Class","X2006.2011.Class"
112,0,28,99,48,255,0.709803921568627,0,0,0.109803921568627,0.388235294117647,0.188235294117647,0.109803921568627,0.388235294117647,0.188235294117647,24,42,2442,"Developed, High Intensity","Evergreen Forest","Developed, High Intensity to Evergreen Forest"
113,0,181,201,142,255,0.709803921568627,0,0,0.709803921568627,0.788235294117647,0.556862745098039,0.709803921568627,0.788235294117647,0.556862745098039,24,43,2443,"Developed, High Intensity","Mixed Forest","Developed, High Intensity to Mixed Forest"
114,0,204,186,124,255,0.709803921568627,0,0,0.8,0.729411764705882,0.486274509803922,0.8,0.729411764705882,0.486274509803922,24,52,2452,"Developed, High Intensity","Shrub/Scrub","Developed, High Intensity to Shrub/Scrub"
115,0,226,226,193,255,0.709803921568627,0,0,0.886274509803922,0.886274509803922,0.756862745098039,0.886274509803922,0.886274509803922,0.756862745098039,24,71,2471,"Developed, High Intensity","Grassland/Herbaceous","Developed, High Intensity to Grassland/Herbaceous"
116,0,219,216,61,255,0.709803921568627,0,0,0.858823529411765,0.847058823529412,0.235294117647059,0.858823529411765,0.847058823529412,0.235294117647059,24,81,2481,"Developed, High Intensity","Pasture/Hay","Developed, High Intensity to Pasture/Hay"
117,0,170,112,40,255,0.709803921568627,0,0,0.666666666666667,0.43921568627451,0.156862745098039,0.666666666666667,0.43921568627451,0.156862745098039,24,82,2482,"Developed, High Intensity","Cultivated Crops","Developed, High Intensity to Cultivated Crops"
118,0,186,216,234,255,0.709803921568627,0,0,0.729411764705882,0.847058823529412,0.917647058823529,0.729411764705882,0.847058823529412,0.917647058823529,24,90,2490,"Developed, High Intensity","Woody Wetlands","Developed, High Intensity to Woody Wetlands"
119,0,112,163,186,255,0.709803921568627,0,0,0.43921568627451,0.63921568627451,0.729411764705882,0.43921568627451,0.63921568627451,0.729411764705882,24,95,2495,"Developed, High Intensity","Emergent Herbaceous Wetlands","Developed, High Intensity to Emergent Herbaceous Wetlands"
123,92634,221,201,201,255,0.698039215686274,0.67843137254902,0.63921568627451,0.866666666666667,0.788235294117647,0.788235294117647,0.866666666666667,0.788235294117647,0.788235294117647,31,21,3121,"Barren Land","Developed, Open Space","Barren Land to Developed, Open Space"
124,132742,216,147,130,255,0.698039215686274,0.67843137254902,0.63921568627451,0.847058823529412,0.576470588235294,0.509803921568627,0.847058823529412,0.576470588235294,0.509803921568627,31,22,3122,"Barren Land","Developed, Low Intensity","Barren Land to Developed, Low Intensity"
125,133174,237,0,0,255,0.698039215686274,0.67843137254902,0.63921568627451,0.929411764705882,0,0,0.929411764705882,0,0,31,23,3123,"Barren Land","Developed, Medium Intensity","Barren Land to Developed, Medium Intensity"
126,52325,170,0,0,255,0.698039215686274,0.67843137254902,0.63921568627451,0.666666666666667,0,0,0.666666666666667,0,0,31,24,3124,"Barren Land","Developed, High Intensity","Barren Land to Developed, High Intensity"
128,25525,104,170,99,255,0.698039215686274,0.67843137254902,0.63921568627451,0.407843137254902,0.666666666666667,0.388235294117647,0.407843137254902,0.666666666666667,0.388235294117647,31,41,3141,"Barren Land","Deciduous Forest","Barren Land to Deciduous Forest"
129,71029,28,99,48,255,0.698039215686274,0.67843137254902,0.63921568627451,0.109803921568627,0.388235294117647,0.188235294117647,0.109803921568627,0.388235294117647,0.188235294117647,31,42,3142,"Barren Land","Evergreen Forest","Barren Land to Evergreen Forest"
130,4008,181,201,142,255,0.698039215686274,0.67843137254902,0.63921568627451,0.709803921568627,0.788235294117647,0.556862745098039,0.709803921568627,0.788235294117647,0.556862745098039,31,43,3143,"Barren Land","Mixed Forest","Barren Land to Mixed Forest"
131,747519,204,186,124,255,0.698039215686274,0.67843137254902,0.63921568627451,0.8,0.729411764705882,0.486274509803922,0.8,0.729411764705882,0.486274509803922,31,52,3152,"Barren Land","Shrub/Scrub","Barren Land to Shrub/Scrub"
